charge	min	max	10003.peak.table	10025.peak.table	10037.peak.table	10047.peak.table	10085.peak.table	10086.peak.table	10100.peak.table	10107.peak.table	10116.peak.table	10126.peak.table	10134.peak.table	10140_1.peak.table	10173.peak.table	10192.peak.table	10198.peak.table	10199.peak.table	10234.peak.table	10241.peak.table	10244.peak.table	10253.peak.table	10259.peak.table	10281.peak.table	10292.peak.table	10297.peak.table	10306.peak.table	10311.peak.table	10319.peak.table	10329.peak.table	10345.peak.table	10372.peak.table	10374.peak.table	11011.peak.table	11064.peak.table	11115.peak.table	11201.peak.table	11215.peak.table	11254.peak.table	12004.peak.table	13002.peak.table
pos	798.0	799.0	0	3	1	5	0	1	3	2	0	0	2	2	3	1	2	0	4	1	2	0	1	4	0	6	7	7	8	13	9	5	1	2	4	0	2	2	1	5	22
pos	799.0	800.0	0	6	0	1	0	1	0	0	2	0	0	0	0	0	3	0	1	1	0	0	0	1	0	0	0	5	11	11	10	0	0	4	4	2	3	6	3	4	5
pos	800.0	801.0	2	3	1	1	1	0	3	2	1	0	3	0	3	1	2	0	1	2	3	0	0	1	2	5	3	1	21	8	2	5	6	4	7	5	1	3	3	6	5
pos	801.0	802.0	0	0	1	0	0	0	0	0	2	4	2	1	2	1	0	1	0	0	1	0	0	2	2	5	2	2	20	5	9	2	1	1	9	0	3	4	1	0	10
pos	802.0	803.0	0	1	2	0	0	0	0	7	0	0	1	3	1	2	1	0	3	2	2	0	0	2	3	5	5	7	12	7	2	4	2	4	3	0	6	8	3	4	11
pos	803.0	804.0	0	3	0	2	0	0	0	1	1	8	3	3	4	0	1	2	0	3	1	1	0	4	1	4	5	1	19	14	10	0	0	5	4	2	2	3	0	3	6
pos	804.0	805.0	0	2	0	0	0	1	2	0	1	4	2	1	1	0	0	1	1	1	1	1	0	1	1	3	1	3	9	9	11	2	1	2	3	0	7	5	0	4	8
pos	805.0	806.0	4	2	1	4	2	2	0	6	2	2	4	1	2	2	4	4	0	5	4	1	2	2	0	7	2	1	9	10	7	0	1	5	5	1	6	5	1	2	19
pos	806.0	807.0	1	1	0	2	1	1	3	2	0	1	1	2	1	0	1	0	4	2	9	3	1	2	1	2	4	3	12	16	3	7	1	6	6	0	6	4	3	7	16
pos	807.0	808.0	0	3	1	0	2	1	1	1	0	0	3	3	9	0	0	2	1	3	2	0	0	2	2	4	2	4	14	14	4	2	2	4	9	2	6	0	1	3	8
pos	808.0	809.0	1	1	0	0	1	1	1	2	0	0	3	2	3	0	1	1	3	0	1	0	0	3	5	3	5	8	13	14	4	5	1	0	4	0	2	5	0	7	9
pos	809.0	810.0	2	6	0	2	2	1	1	1	1	0	2	2	2	1	4	2	0	3	1	0	0	2	2	1	6	4	20	13	10	2	3	3	8	1	5	5	0	3	15
pos	810.0	811.0	2	5	3	4	7	1	3	2	4	1	1	1	1	5	5	0	5	2	2	2	1	4	2	2	7	5	17	9	8	3	2	1	3	4	2	4	1	6	18
pos	811.0	812.0	1	2	0	3	2	2	1	2	4	1	1	3	2	1	1	2	1	1	2	1	1	2	2	2	3	6	13	15	12	2	2	6	4	1	8	5	0	5	4
pos	812.0	813.0	1	6	0	4	0	0	0	0	0	0	0	1	1	1	0	3	1	0	0	2	0	1	1	2	2	5	11	24	11	2	1	2	5	0	5	1	0	6	10
pos	813.0	814.0	1	2	1	4	2	2	0	3	1	1	2	1	0	0	0	2	3	0	0	1	0	2	0	2	5	8	5	19	6	0	1	5	8	0	4	9	5	3	8
pos	814.0	815.0	0	2	5	1	3	0	4	4	1	0	1	1	3	4	49	0	3	4	1	0	0	2	1	3	9	5	9	19	12	3	1	5	6	1	1	5	1	7	9
pos	815.0	816.0	1	6	8	1	3	5	1	0	0	0	2	0	3	0	10	0	1	2	0	1	0	2	2	3	4	3	5	4	5	1	4	3	10	0	8	5	2	11	9
pos	816.0	817.0	1	3	1	1	2	3	3	1	0	0	0	2	2	1	12	2	2	2	3	0	0	7	0	0	3	7	15	10	6	2	7	0	3	0	0	5	4	5	8
pos	817.0	818.0	1	14	7	1	3	0	0	1	3	0	1	1	0	1	1	2	1	3	2	1	3	4	1	4	2	2	18	20	12	1	7	1	5	0	1	3	0	3	16
pos	818.0	819.0	0	11	2	0	0	0	2	5	0	0	0	2	3	3	3	0	2	1	4	0	0	1	4	5	4	11	12	11	8	3	4	1	4	0	2	3	1	6	8
pos	819.0	820.0	0	7	0	1	1	1	1	3	1	3	4	2	1	4	1	1	1	3	1	1	0	4	0	2	3	1	6	12	8	0	0	0	5	0	12	9	0	10	10
pos	820.0	821.0	4	7	2	3	2	4	1	3	0	1	8	3	1	3	3	4	4	4	0	1	0	6	3	6	10	13	11	13	8	2	5	3	2	2	5	7	2	7	9
pos	821.0	822.0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	2	1	6	5	6	5	1	11	16	4	1	2	0	3	1	1	4	0	1	21
pos	822.0	823.0	3	3	3	1	0	2	3	4	3	1	4	0	3	5	4	0	6	3	3	0	0	2	0	2	2	0	10	8	8	1	1	0	1	1	3	5	0	3	13
pos	823.0	824.0	1	4	0	1	1	3	2	4	0	0	1	1	1	2	6	0	0	6	1	2	0	1	4	3	4	2	10	7	9	5	4	1	2	0	3	2	0	2	8
pos	824.0	825.0	2	6	2	0	2	3	1	2	1	0	0	4	1	3	3	0	2	3	3	1	1	3	6	5	3	3	7	7	11	1	1	3	5	1	5	0	3	4	2
pos	825.0	826.0	2	3	1	2	3	1	1	2	3	1	1	2	2	1	4	2	2	5	2	2	2	4	3	4	3	3	7	7	9	0	0	2	9	2	2	4	1	1	7
pos	826.0	827.0	2	4	1	1	0	0	2	5	0	0	0	1	2	3	1	0	6	3	1	1	2	2	0	3	1	6	11	6	7	3	1	1	5	2	7	3	0	5	14
pos	827.0	828.0	1	2	0	1	1	3	0	1	1	0	0	0	4	1	1	0	2	3	1	1	0	2	2	6	3	2	9	8	14	2	1	5	2	0	3	8	1	4	14
pos	828.0	829.0	2	2	0	1	2	3	0	2	2	1	4	3	4	1	3	0	1	3	2	1	1	7	4	6	4	4	9	17	12	3	1	2	0	4	4	13	2	4	6
pos	829.0	830.0	1	3	2	0	3	1	1	0	2	0	1	0	2	1	2	3	1	3	1	3	1	1	1	6	2	7	21	9	8	1	2	2	4	3	1	5	0	2	8
pos	830.0	831.0	3	4	5	1	0	0	2	2	2	2	2	3	0	3	1	2	1	1	1	3	0	2	3	7	3	3	10	9	4	3	2	2	4	0	2	2	1	5	23
pos	831.0	832.0	0	0	1	1	3	5	0	0	0	0	4	3	3	1	0	3	0	5	1	2	0	2	1	4	1	9	12	13	7	0	2	0	6	0	1	2	0	3	9
pos	832.0	833.0	4	7	1	1	7	5	0	8	2	3	2	4	4	2	5	6	2	8	5	1	1	2	7	4	5	8	8	12	4	3	4	1	10	2	1	7	0	4	3
pos	833.0	834.0	1	5	0	5	1	1	1	2	2	0	0	0	1	0	1	3	0	1	0	1	2	5	3	2	3	3	14	16	6	0	1	7	4	1	2	3	0	5	4
pos	834.0	835.0	1	3	2	1	1	1	1	5	0	0	2	5	1	1	2	3	3	0	5	0	1	4	7	4	3	1	18	15	6	0	0	1	3	0	3	1	0	6	3
pos	835.0	836.0	0	2	0	0	1	2	2	2	0	0	3	3	0	0	2	1	1	0	0	0	0	6	1	3	6	2	11	16	6	0	1	0	2	0	2	1	0	7	5
pos	836.0	837.0	0	3	2	4	0	1	3	3	0	1	4	0	1	1	17	0	3	2	1	1	1	1	0	1	2	2	9	25	9	2	0	2	1	1	2	7	3	8	7
pos	837.0	838.0	0	0	0	2	3	0	3	5	1	1	3	0	2	0	6	5	4	0	6	0	2	2	4	3	1	1	9	18	14	3	7	1	4	1	3	6	3	1	4
pos	838.0	839.0	1	0	0	0	0	0	1	2	0	0	2	0	2	4	0	0	0	0	1	0	0	2	2	4	5	3	5	16	4	3	4	1	6	2	1	7	1	2	3
pos	839.0	840.0	1	16	1	6	9	6	4	7	2	5	10	4	6	1	12	5	5	3	4	4	3	4	3	7	6	8	10	13	6	5	5	6	9	5	10	10	3	7	12
pos	840.0	841.0	1	5	4	4	4	2	7	9	1	5	8	5	3	6	10	1	7	2	6	2	4	4	2	4	9	8	10	8	17	6	4	5	6	3	4	9	3	8	4
pos	841.0	842.0	1	5	1	8	10	3	6	7	4	12	14	3	3	2	11	6	8	1	7	3	6	1	5	2	2	4	15	7	9	5	4	5	10	3	7	11	4	1	6
pos	842.0	843.0	1	5	0	1	2	0	8	6	2	5	8	1	2	3	8	3	2	3	3	3	0	1	4	10	6	3	9	9	9	7	7	2	2	3	4	8	1	3	4
pos	843.0	844.0	7	8	4	5	8	5	8	12	5	9	12	12	9	2	11	8	6	7	7	7	5	4	4	7	9	6	13	23	12	11	14	10	11	4	7	12	6	10	15
pos	844.0	845.0	5	4	4	4	2	4	5	15	1	9	12	5	9	4	6	3	4	5	8	2	3	4	4	2	5	1	10	5	10	4	1	5	6	2	5	16	1	8	13
pos	845.0	846.0	5	3	1	5	4	4	4	6	2	6	6	2	6	0	8	5	6	2	4	3	3	2	4	9	9	2	11	11	4	4	4	4	10	6	5	10	2	5	28
pos	846.0	847.0	3	10	6	7	10	8	6	8	1	5	11	6	9	4	9	7	6	2	8	5	4	5	1	9	8	6	19	8	1	7	8	4	7	6	10	10	4	3	30
pos	847.0	848.0	3	5	5	6	11	4	4	6	4	5	8	4	6	2	8	4	6	2	9	4	3	4	1	4	10	2	12	10	8	4	5	5	7	3	8	6	4	3	12
pos	848.0	849.0	2	3	4	3	0	1	0	0	2	0	2	0	2	2	2	0	5	0	2	0	1	1	0	2	7	5	15	8	5	2	4	5	6	2	1	4	3	0	9
pos	849.0	850.0	3	3	3	0	1	0	5	8	2	4	8	1	0	3	3	4	4	3	6	0	0	3	1	1	5	8	26	11	10	2	2	0	1	0	2	7	1	2	9
pos	850.0	851.0	0	0	1	0	2	2	4	1	3	4	0	3	0	1	1	0	3	1	7	0	1	2	0	4	0	0	11	15	0	3	3	2	2	0	2	2	1	2	19
pos	851.0	852.0	0	1	0	0	1	0	0	3	0	0	3	3	0	1	2	3	1	2	0	0	0	0	0	7	1	5	6	15	7	1	4	3	4	0	3	3	0	4	9
pos	852.0	853.0	2	1	1	2	3	5	3	7	2	3	6	1	3	1	2	3	2	7	2	4	3	2	3	2	7	6	7	9	6	3	1	2	5	4	5	6	1	5	5
pos	853.0	854.0	0	0	0	0	1	0	0	6	0	1	2	2	2	0	0	1	0	2	1	0	0	3	0	4	3	5	6	14	4	0	2	1	7	3	3	4	0	5	9
pos	854.0	855.0	3	0	2	2	3	2	0	4	0	0	4	4	3	1	0	1	7	1	2	0	1	3	2	7	5	5	8	12	8	2	2	2	9	1	5	4	2	6	6
pos	855.0	856.0	0	2	0	0	1	1	0	5	0	0	0	0	0	0	0	0	2	1	0	1	0	3	0	4	5	4	2	4	5	0	1	3	5	3	2	4	0	4	13
pos	856.0	857.0	1	1	1	0	3	0	3	3	1	0	2	2	1	1	2	1	1	1	1	0	0	2	1	3	3	6	7	13	5	3	0	2	3	0	5	4	1	4	12
pos	857.0	858.0	0	4	1	1	1	0	3	0	2	1	1	1	0	0	0	1	0	0	2	0	1	1	1	2	2	4	2	12	8	1	0	3	8	0	7	8	1	0	13
pos	858.0	859.0	0	0	2	0	3	2	0	1	0	0	2	0	3	1	2	2	1	2	3	1	0	2	1	1	0	7	9	5	6	3	3	0	3	0	2	2	2	3	6
pos	859.0	860.0	0	1	3	1	1	1	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	2	2	2	9	8	2	0	1	0	3	1	0	5	0	4	12
pos	860.0	861.0	0	1	2	1	1	3	0	3	2	1	3	4	4	0	3	1	0	3	2	0	0	2	2	2	5	2	15	8	10	3	3	2	3	1	0	3	1	7	11
pos	861.0	862.0	0	0	0	0	1	1	0	1	1	1	0	0	1	2	0	0	0	3	0	0	1	3	2	8	3	1	18	7	5	2	1	6	1	1	1	1	2	5	6
pos	862.0	863.0	3	2	1	1	2	1	1	1	1	0	0	1	1	3	3	2	2	3	0	0	1	4	7	7	1	3	11	14	10	4	0	2	2	2	7	3	2	8	8
pos	863.0	864.0	0	0	0	1	2	2	0	5	1	1	2	0	3	1	0	1	0	1	2	0	0	5	1	4	5	3	9	7	9	0	2	0	3	2	3	5	1	4	15
pos	864.0	865.0	0	0	0	0	0	1	0	1	1	2	1	1	3	1	0	0	1	4	0	0	0	3	1	3	3	0	17	11	6	3	1	2	2	0	5	3	0	8	8
pos	865.0	866.0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	1	0	0	3	1	8	4	5	4	11	5	0	3	3	8	1	2	7	3	1	3
pos	866.0	867.0	0	0	1	0	0	2	3	0	0	0	1	0	0	1	1	0	2	2	3	0	1	0	2	4	7	3	4	10	9	3	2	1	11	0	2	1	0	3	12
pos	867.0	868.0	0	1	1	1	1	1	1	1	2	0	4	2	0	0	2	0	0	1	0	1	0	0	1	6	5	2	3	7	11	1	0	5	6	1	0	4	2	1	11
pos	868.0	869.0	0	2	0	4	0	1	4	2	0	0	1	3	0	0	0	0	2	0	0	0	1	0	1	2	1	1	2	19	5	3	5	1	2	0	0	2	1	2	6
pos	869.0	870.0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	3	0	1	2	0	1	5	1	6	10	7	0	3	2	3	0	0	4	0	2	10
pos	870.0	871.0	5	3	2	3	5	5	2	6	3	1	3	3	2	4	0	2	2	5	3	6	2	2	8	10	4	4	8	22	5	5	2	4	6	0	0	2	1	8	23
pos	871.0	872.0	4	6	7	6	6	2	4	2	4	5	7	1	4	5	2	2	3	6	2	4	5	4	1	1	4	0	3	15	10	0	3	2	3	2	1	9	1	2	3
pos	872.0	873.0	3	3	2	2	2	2	2	2	1	1	4	2	2	0	1	0	3	2	2	2	0	3	3	1	5	5	9	18	9	1	2	0	4	1	1	7	2	5	5
pos	873.0	874.0	2	1	1	4	2	0	2	0	0	0	3	1	0	0	1	0	0	0	2	0	0	0	1	0	6	3	4	11	10	3	0	1	5	0	5	6	0	2	10
pos	874.0	875.0	0	1	0	1	0	0	1	4	0	0	0	2	3	1	0	1	0	2	0	0	0	4	2	2	6	3	5	9	7	2	0	0	1	0	2	3	0	4	11
pos	875.0	876.0	1	5	1	2	0	1	4	0	2	1	0	0	1	0	1	0	2	1	4	1	0	3	1	8	6	3	5	8	6	0	2	2	5	3	2	4	1	2	8
pos	876.0	877.0	1	3	1	0	0	3	4	3	2	1	3	2	2	1	22	3	1	3	5	0	3	2	2	2	2	7	9	7	7	5	0	1	2	0	3	3	0	4	8
pos	877.0	878.0	0	0	0	0	0	1	0	1	0	3	0	1	0	0	22	4	0	1	0	0	0	2	1	3	1	2	3	6	9	0	1	1	2	1	1	7	0	5	22
pos	878.0	879.0	1	4	4	1	2	2	1	2	1	0	2	2	1	4	2	1	1	5	2	3	0	4	2	4	5	4	8	5	6	3	0	3	3	3	3	13	3	6	34
pos	879.0	880.0	0	3	1	1	1	4	1	1	0	1	3	1	2	3	2	1	0	2	0	2	0	3	1	0	6	4	13	7	8	1	2	1	3	3	2	5	2	5	11
pos	880.0	881.0	2	11	2	2	2	3	2	1	0	1	5	2	3	3	5	2	0	1	0	5	0	4	1	4	10	3	7	11	4	3	2	1	4	0	4	7	2	1	0
pos	881.0	882.0	0	11	2	0	4	2	0	0	0	1	3	2	1	0	0	2	0	2	0	4	0	3	0	0	2	1	7	15	4	0	2	1	2	1	2	2	2	3	9
pos	882.0	883.0	1	3	3	1	5	4	3	6	3	0	3	12	5	3	2	1	2	1	2	1	1	2	1	6	5	7	5	10	7	1	1	2	5	1	3	5	2	3	25
pos	883.0	884.0	1	4	0	1	0	2	1	0	4	1	2	2	5	2	1	1	2	2	3	2	4	3	2	5	3	5	10	14	7	0	0	1	3	3	1	7	0	2	16
pos	884.0	885.0	1	1	3	0	2	1	1	0	0	0	2	4	3	1	1	2	1	1	1	0	0	0	1	1	1	1	6	6	7	1	4	1	3	4	0	2	2	4	7
pos	885.0	886.0	6	3	3	4	1	3	1	1	5	2	2	3	5	4	4	1	4	3	2	1	3	2	2	4	1	1	5	12	7	1	1	2	2	2	2	5	1	2	10
pos	886.0	887.0	1	1	2	1	1	2	2	4	0	1	1	1	4	1	10	0	4	0	3	1	1	2	3	7	6	3	14	8	11	1	3	1	4	1	1	3	2	7	11
pos	887.0	888.0	1	8	1	0	0	0	3	2	1	1	0	1	3	2	5	1	4	2	1	0	0	2	2	10	0	2	16	8	15	5	2	1	3	4	4	8	1	2	5
pos	888.0	889.0	1	3	0	0	0	1	2	2	0	0	0	2	4	0	4	1	3	1	0	0	0	1	2	6	1	2	13	13	18	2	0	2	2	0	3	3	1	4	23
pos	889.0	890.0	0	0	0	0	1	1	0	1	0	1	2	0	1	0	2	3	0	0	3	1	0	4	3	4	3	0	10	11	6	0	3	1	4	1	3	4	1	4	30
pos	890.0	891.0	9	4	3	3	5	4	6	2	5	2	4	4	5	4	3	4	5	6	6	4	2	2	1	3	3	7	6	10	12	1	0	3	9	2	3	2	0	7	26
pos	891.0	892.0	0	2	1	0	0	0	2	0	1	0	0	4	2	0	0	1	0	2	0	0	0	2	4	3	3	5	8	5	9	0	0	0	3	2	1	6	0	2	16
pos	892.0	893.0	0	4	1	0	0	0	0	1	0	0	2	2	3	0	8	0	0	0	1	0	0	2	0	1	5	6	13	7	9	0	0	3	3	5	0	3	1	6	7
pos	893.0	894.0	1	0	0	2	0	0	2	1	1	2	1	1	2	0	6	1	0	0	0	0	0	3	1	4	3	3	8	2	5	0	0	0	1	0	1	1	0	3	12
pos	894.0	895.0	1	1	0	0	1	1	1	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	1	5	4	0	5	10	9	2	4	1	3	0	0	4	1	3	9
pos	895.0	896.0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	3	2	5	4	3	4	15	14	0	3	1	4	3	4	4	0	5	11
pos	896.0	897.0	0	1	0	0	0	2	0	0	0	0	2	2	2	0	0	0	0	2	0	0	0	3	2	5	0	2	10	12	9	3	3	1	2	2	3	6	0	1	4
pos	897.0	898.0	2	4	2	2	2	3	2	1	3	1	1	0	5	3	0	0	1	2	3	2	2	0	3	7	2	4	14	9	10	0	0	1	2	2	3	5	1	1	11
pos	898.0	899.0	2	1	4	1	1	2	3	5	2	0	1	0	0	3	0	1	4	1	4	2	2	6	6	1	7	5	5	6	10	4	1	0	3	3	1	5	0	0	6
pos	899.0	900.0	0	3	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	2	1	0	0	2	2	2	2	3	17	8	23	1	5	2	3	0	1	2	0	1	12
pos	900.0	901.0	0	0	1	1	2	2	0	1	0	1	2	0	4	0	22	1	1	1	0	0	0	7	1	2	7	10	13	9	11	3	1	1	0	0	0	9	1	0	17
pos	901.0	902.0	1	2	1	4	1	1	0	0	1	3	2	1	1	0	3	0	0	1	0	1	1	4	0	6	2	4	6	7	10	1	0	0	4	2	5	3	2	0	15
pos	902.0	903.0	2	3	2	2	1	4	3	3	0	3	2	2	3	0	3	2	4	1	2	0	1	0	1	10	1	4	6	6	10	1	2	3	1	0	1	3	2	6	23
pos	903.0	904.0	0	6	0	0	0	0	1	0	1	1	2	6	2	0	1	1	0	0	0	1	2	2	2	2	0	3	4	8	8	0	4	1	5	1	2	2	3	1	19
pos	904.0	905.0	2	7	1	0	0	3	0	3	2	1	3	1	4	1	0	1	2	5	4	0	0	2	0	1	1	6	4	9	3	2	1	1	3	7	2	8	3	3	13
pos	905.0	906.0	1	5	1	0	0	1	3	0	0	0	0	0	2	0	0	1	0	2	0	1	0	3	1	9	1	1	7	9	11	2	2	5	4	2	0	6	3	1	6
pos	906.0	907.0	2	5	0	1	4	0	0	4	2	0	0	1	1	1	0	3	2	3	0	3	0	4	2	1	5	3	12	7	8	3	4	4	1	1	2	1	3	1	15
pos	907.0	908.0	1	4	2	1	1	2	1	1	2	3	1	4	1	1	1	3	0	1	4	1	0	4	2	3	1	2	6	11	10	0	0	1	3	4	2	8	1	9	7
pos	908.0	909.0	2	4	1	4	1	2	2	1	3	0	3	3	5	3	4	0	3	1	2	1	0	4	1	2	2	5	7	9	9	2	1	1	6	0	3	2	0	3	10
pos	909.0	910.0	1	2	2	1	2	3	1	2	2	1	2	2	4	1	1	1	0	1	0	1	0	1	4	2	1	6	13	2	10	4	1	2	1	0	3	4	0	3	6
pos	910.0	911.0	0	2	0	0	0	0	0	1	1	0	1	3	4	1	0	0	2	0	0	0	0	1	0	2	7	0	9	8	10	2	1	1	1	0	4	4	1	4	23
pos	911.0	912.0	0	5	1	2	1	2	0	0	0	0	1	0	7	0	0	2	1	0	1	0	1	1	1	7	2	2	10	8	7	8	2	1	3	1	5	5	1	4	13
pos	912.0	913.0	1	0	0	2	0	1	1	1	1	0	1	1	4	2	1	3	1	1	1	0	0	2	0	5	1	3	3	8	10	3	2	3	2	1	4	6	4	7	27
pos	913.0	914.0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	3	0	3	2	5	5	8	6	1	1	3	3	1	3	3	4	8	20
pos	914.0	915.0	1	6	3	1	3	1	1	4	2	0	4	2	5	4	1	2	2	6	2	0	0	2	1	2	4	6	10	6	14	3	1	5	0	2	0	4	5	3	30
pos	915.0	916.0	0	5	0	0	0	0	0	2	0	0	1	1	0	1	0	2	0	1	0	1	1	4	0	2	5	1	3	9	16	0	2	0	0	2	4	5	0	2	10
pos	916.0	917.0	2	2	4	0	1	1	3	4	1	1	2	0	4	1	3	3	3	1	2	0	0	1	0	5	2	7	9	6	15	4	1	1	5	1	0	5	0	4	5
pos	917.0	918.0	0	3	0	1	2	1	1	0	0	0	2	1	1	0	0	2	1	1	0	0	1	2	1	0	2	3	2	7	4	0	5	2	2	0	1	2	1	2	4
pos	918.0	919.0	2	2	3	1	2	1	3	4	3	1	2	0	3	2	4	2	3	3	4	1	3	2	3	6	1	5	8	7	6	3	1	3	3	3	4	6	2	2	9
pos	919.0	920.0	1	2	0	0	0	1	1	0	1	0	1	4	3	1	1	1	1	0	1	0	1	3	1	1	2	3	9	9	9	0	2	3	3	3	3	4	1	2	2
pos	920.0	921.0	6	3	3	1	2	3	1	4	6	4	3	3	5	6	2	0	6	2	2	3	5	4	1	4	4	3	10	8	4	3	7	5	3	5	2	6	1	5	13
pos	921.0	922.0	2	1	0	0	0	0	1	1	1	1	0	3	2	0	2	1	0	1	1	0	0	2	1	3	5	6	10	16	10	0	0	0	1	1	3	2	0	6	2
pos	922.0	923.0	0	0	0	0	0	1	0	3	1	1	2	2	1	2	0	3	1	1	1	0	0	2	0	2	6	10	10	9	5	3	2	2	2	1	0	1	0	3	7
pos	923.0	924.0	0	0	0	2	0	1	0	0	1	0	1	1	4	0	1	3	0	2	4	1	0	0	0	17	6	6	6	15	5	2	0	1	2	1	1	0	0	3	9
pos	924.0	925.0	0	0	0	0	0	1	0	1	1	0	0	0	2	1	3	0	2	0	1	0	0	2	2	2	3	5	3	6	5	3	0	0	3	1	1	1	0	2	5
pos	925.0	926.0	0	3	0	0	2	0	1	1	2	0	1	0	1	0	6	0	1	1	3	0	1	3	0	6	2	6	6	11	4	1	1	1	0	0	4	4	0	1	7
pos	926.0	927.0	1	1	1	1	0	0	0	0	1	1	2	1	2	0	0	2	0	4	0	1	0	1	1	5	8	4	7	8	8	3	1	3	1	1	1	5	2	1	8
pos	927.0	928.0	0	1	1	2	0	0	2	0	0	0	0	1	3	0	0	2	1	1	0	1	0	5	0	3	2	2	4	16	10	1	3	5	4	3	3	3	3	5	4
pos	928.0	929.0	0	2	0	0	2	4	0	1	1	3	2	4	5	0	2	0	1	3	1	2	0	2	0	6	6	1	5	4	7	3	2	0	0	1	2	6	1	3	10
pos	929.0	930.0	1	0	0	4	0	0	1	2	0	1	0	2	1	0	0	2	1	1	0	1	0	1	2	3	3	2	5	12	4	0	2	2	1	1	1	2	0	6	8
pos	930.0	931.0	3	6	1	2	2	3	0	5	2	0	1	0	2	3	1	2	2	2	2	1	1	2	1	2	4	4	8	8	9	3	1	0	0	1	0	4	0	1	9
pos	931.0	932.0	1	5	0	2	0	0	0	1	1	0	0	2	4	0	0	0	0	2	0	1	0	3	3	4	2	1	2	10	12	1	1	0	1	2	2	5	0	2	11
pos	932.0	933.0	3	2	0	2	0	0	0	0	1	1	0	0	2	1	0	0	1	1	0	0	1	2	2	7	3	4	7	9	8	2	1	3	4	0	0	4	0	3	11
pos	933.0	934.0	3	4	2	1	0	2	1	1	1	1	2	5	2	2	0	3	4	2	1	0	0	3	4	8	4	4	7	4	3	0	1	2	1	0	4	8	1	4	12
pos	934.0	935.0	3	4	4	3	2	1	4	3	1	2	4	1	4	2	1	3	5	4	4	1	0	1	3	2	1	3	9	7	6	6	0	1	2	1	2	2	2	5	11
pos	935.0	936.0	2	2	1	4	1	2	4	1	1	2	3	7	6	1	2	2	2	1	2	2	0	3	3	4	2	8	11	7	11	1	3	1	6	1	2	2	0	7	17
pos	936.0	937.0	3	2	0	4	1	0	0	4	0	0	4	0	7	3	0	0	3	0	0	0	2	0	0	5	5	1	5	5	10	3	1	2	2	1	3	2	0	4	5
pos	937.0	938.0	5	8	5	5	12	7	4	9	3	6	8	6	9	5	3	5	3	6	3	7	5	4	4	4	3	11	23	13	7	0	3	3	5	6	3	4	2	5	11
pos	938.0	939.0	1	2	2	3	4	2	0	5	0	3	2	2	2	0	1	3	2	0	1	1	0	3	3	2	1	5	6	7	6	3	3	1	2	0	1	1	0	7	7
pos	939.0	940.0	1	4	1	0	3	1	1	1	2	0	1	5	3	2	0	1	0	0	0	1	2	3	0	2	6	0	6	7	6	2	1	0	2	1	2	4	0	2	8
pos	940.0	941.0	0	3	0	1	0	1	0	1	0	0	1	0	0	2	1	1	1	0	0	0	0	1	0	8	7	2	2	8	6	2	2	0	8	1	2	6	1	5	3
pos	941.0	942.0	0	1	0	1	0	1	0	0	0	0	2	1	1	0	0	0	0	1	2	0	0	3	1	3	6	4	2	5	11	2	1	0	3	0	1	2	0	2	19
pos	942.0	943.0	0	0	0	0	0	1	1	0	2	0	0	0	3	0	0	0	0	0	1	0	1	2	6	0	2	4	5	6	4	2	2	0	0	0	2	5	1	0	18
pos	943.0	944.0	1	1	1	1	0	2	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	4	3	3	5	7	10	0	0	2	0	0	1	0	0	3	8
pos	944.0	945.0	1	1	2	2	0	0	0	1	0	0	2	2	3	2	0	2	2	0	1	0	1	3	0	6	5	5	8	7	9	2	1	1	0	0	2	2	0	5	10
pos	945.0	946.0	1	1	0	0	1	1	1	0	0	0	0	6	2	0	0	0	0	0	0	1	0	2	1	2	3	3	5	11	9	0	3	0	1	0	1	2	0	4	16
pos	946.0	947.0	0	2	1	1	1	3	1	2	1	0	1	3	5	1	1	0	0	0	0	0	3	4	0	6	4	2	6	9	8	2	2	3	4	1	4	3	1	4	7
pos	947.0	948.0	0	4	0	1	0	2	2	3	2	0	2	5	4	2	3	1	4	0	2	0	0	2	0	4	4	4	7	7	13	0	1	1	2	1	2	11	3	6	13
pos	948.0	949.0	1	3	1	1	1	0	0	1	0	0	1	0	1	3	7	0	0	1	0	0	0	3	2	2	1	2	6	10	4	1	2	1	1	0	2	3	0	2	7
pos	949.0	950.0	0	3	2	0	3	3	0	0	0	1	2	3	4	1	15	1	1	1	1	1	0	1	1	2	0	0	11	12	7	0	0	1	3	1	1	1	0	4	4
pos	950.0	951.0	1	1	2	0	0	1	2	4	0	2	0	1	1	1	28	0	3	2	2	0	0	4	0	4	0	1	6	6	9	0	0	2	1	0	1	5	0	5	18
