charge	min	max	10003.peak.table	10025.peak.table	10037.peak.table	10047.peak.table	10085.peak.table	10086.peak.table	10100.peak.table	10107.peak.table	10116.peak.table	10126.peak.table	10134.peak.table	10140_1.peak.table	10173.peak.table	10192.peak.table	10198.peak.table	10199.peak.table	10234.peak.table	10241.peak.table	10244.peak.table	10253.peak.table	10259.peak.table	10281.peak.table	10292.peak.table	10297.peak.table	10306.peak.table	10311.peak.table	10319.peak.table	10329.peak.table	10345.peak.table	10372.peak.table	10374.peak.table	11011.peak.table	11064.peak.table	11115.peak.table	11201.peak.table	11215.peak.table	11254.peak.table	12004.peak.table	13002.peak.table
pos	279.19999999999527	279.2999999999953	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	2	1	1	0	0	0	1	0	1	0	1	0	0
pos	279.59999999999536	279.6999999999954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pos	279.89999999999543	279.99999999999545	0	0	0	0	2	1	0	0	0	1	1	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
pos	279.99999999999545	280.0999999999955	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
pos	280.0999999999955	280.1999999999955	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	0	0	0	0	0	2	2	0	3	0	1	1	0
pos	280.1999999999955	280.2999999999955	2	0	0	2	2	0	1	1	0	2	1	1	1	0	2	1	0	0	1	0	1	1	0	0	0	1	1	1	2	0	2	2	1	1	1	1	2	0	0
pos	280.5999999999956	280.6999999999956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pos	280.79999999999563	280.89999999999566	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1
pos	280.89999999999566	280.9999999999957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
pos	280.9999999999957	281.0999999999957	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
pos	281.0999999999957	281.1999999999957	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	1	2	1	2	0	1	2	5	1	4	0	2	0	0
pos	281.1999999999957	281.29999999999575	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0
pos	281.5999999999958	281.69999999999584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pos	281.8999999999959	281.9999999999959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
pos	281.9999999999959	282.09999999999593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	282.09999999999593	282.19999999999595	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2
pos	282.19999999999595	282.299999999996	2	0	2	1	1	0	1	1	1	1	1	2	0	1	2	2	2	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0
pos	282.59999999999604	282.69999999999607	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
pos	282.7999999999961	282.8999999999961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
pos	282.8999999999961	282.99999999999613	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2
pos	282.99999999999613	283.09999999999616	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
pos	283.09999999999616	283.1999999999962	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0
pos	283.1999999999962	283.2999999999962	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0
pos	283.59999999999627	283.6999999999963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
pos	283.99999999999636	284.0999999999964	3	2	0	2	0	2	1	3	1	2	2	0	2	1	1	3	0	2	2	1	3	1	1	3	1	2	1	1	0	0	2	1	0	2	2	2	1	2	0
pos	284.0999999999964	284.1999999999964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	1	0
pos	284.1999999999964	284.29999999999643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
pos	284.39999999999645	284.4999999999965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	284.5999999999965	284.6999999999965	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
pos	284.89999999999657	284.9999999999966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
pos	284.9999999999966	285.0999999999966	0	0	0	0	0	1	0	0	1	2	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	2	1	2	0	1	1	2	0	1
pos	285.0999999999966	285.19999999999663	3	1	2	4	2	2	3	2	0	1	4	2	0	3	0	0	4	3	2	2	0	2	2	1	3	2	0	2	3	0	5	0	2	0	0	1	1	2	1
pos	285.19999999999663	285.29999999999666	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	1	0	0	0	0	1	0	0	1
pos	285.4999999999967	285.5999999999967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pos	285.5999999999967	285.69999999999675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pos	285.69999999999675	285.79999999999677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	285.79999999999677	285.8999999999968	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	285.9999999999968	286.09999999999684	0	0	2	2	1	2	2	0	1	2	1	2	1	1	2	1	1	0	0	3	0	0	0	1	0	1	0	2	3	0	0	1	3	1	2	2	2	0	0
pos	286.09999999999684	286.19999999999686	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	2	0	2	0	2	1	0	2	0	1	0	2	0	0	1	2
pos	286.19999999999686	286.2999999999969	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	3	2	0	0	1	1	0	0	0	0	2	0	0	0
pos	286.3999999999969	286.49999999999693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	286.59999999999695	286.699999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pos	286.699999999997	286.799999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	286.799999999997	286.899999999997	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pos	286.899999999997	286.99999999999704	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
pos	286.99999999999704	287.09999999999707	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0
pos	287.09999999999707	287.1999999999971	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	2	1	3	2	0	0	2	0	0	1	0	0	0	0	0	0	0	2
pos	287.1999999999971	287.2999999999971	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
pos	287.2999999999971	287.39999999999714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
pos	287.5999999999972	287.6999999999972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
pos	287.99999999999727	288.0999999999973	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	288.0999999999973	288.1999999999973	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	0	0	0	0	0
pos	288.1999999999973	288.29999999999734	2	1	1	1	0	0	1	0	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	0	0	3	2	0	1	1	1	1	1	0	1	1	1	0	0
pos	288.8999999999975	288.9999999999975	1	0	1	1	0	1	2	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	288.9999999999975	289.0999999999975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	289.0999999999975	289.19999999999754	0	1	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0
pos	289.19999999999754	289.29999999999757	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pos	289.59999999999764	289.69999999999766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
pos	290.09999999999775	290.1999999999978	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0
pos	290.3999999999978	290.49999999999784	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
pos	290.59999999999786	290.6999999999979	1	0	0	1	3	1	0	0	0	0	1	2	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
pos	290.6999999999979	290.7999999999979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
pos	290.7999999999979	290.89999999999793	0	2	3	0	2	1	1	0	1	1	1	0	0	2	2	0	3	1	1	1	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1
pos	290.99999999999795	291.099999999998	1	0	1	2	0	1	0	1	0	0	0	0	3	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
pos	291.099999999998	291.199999999998	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	1	0	0	1	2	1	1	2	2	0	0	1	0	0	0	0	0	1	0	0	0
pos	291.199999999998	291.299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pos	291.39999999999804	291.49999999999807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
pos	291.5999999999981	291.6999999999981	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	291.79999999999814	291.89999999999816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
pos	291.89999999999816	291.9999999999982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pos	291.9999999999982	292.0999999999982	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	292.0999999999982	292.1999999999982	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	3	1	0	1	1	1	1	3	0	1	0	2
pos	292.1999999999982	292.29999999999825	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	292.3999999999983	292.4999999999983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
pos	292.79999999999836	292.8999999999984	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
pos	293.09999999999843	293.19999999999845	0	0	0	1	0	2	0	0	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	3	0	0	2	1	0	0	0	2	2	2	3	2	2	1	0
pos	293.19999999999845	293.2999999999985	2	1	1	3	0	0	1	1	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0
pos	293.59999999999854	293.69999999999857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pos	293.7999999999986	293.8999999999986	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
pos	293.8999999999986	293.99999999999864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	293.99999999999864	294.09999999999866	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
pos	294.09999999999866	294.1999999999987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	1	0	4	0	1	2	0
pos	294.1999999999987	294.2999999999987	1	0	1	2	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
pos	294.5999999999988	294.6999999999988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	294.7999999999988	294.89999999999884	0	1	1	0	0	0	1	1	0	0	0	0	0	1	2	1	1	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0
pos	294.89999999999884	294.99999999999886	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	2	2	1	1	0	0	1	1	0	0	0	0	0	0	1	1
pos	294.99999999999886	295.0999999999989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
pos	295.0999999999989	295.1999999999989	1	1	0	1	1	2	0	0	1	1	2	0	3	0	0	1	0	1	0	1	0	0	0	1	0	4	5	4	4	0	2	3	1	1	2	2	1	1	1
pos	295.1999999999989	295.29999999999893	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0
pos	295.599999999999	295.699999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
pos	295.89999999999907	295.9999999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	295.9999999999991	296.0999999999991	0	1	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	1	2	1	1	1	0	0	0	1	0
pos	296.19999999999914	296.29999999999916	2	0	1	1	0	1	0	0	0	0	1	2	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	2	0	1	1	0	3	0	0
pos	296.4999999999992	296.5999999999992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
pos	296.7999999999993	296.8999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
pos	296.8999999999993	296.9999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
pos	296.9999999999993	297.09999999999934	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	2	1	0	1	1	1	0	1	0	0	0	0	0	0
pos	297.09999999999934	297.19999999999936	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	1	0	3	1	1	1	3	0	1	0	0
pos	297.19999999999936	297.2999999999994	1	0	1	1	2	0	0	1	0	1	2	4	2	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	0
pos	297.59999999999945	297.6999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
pos	297.7999999999995	297.8999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pos	297.8999999999995	297.99999999999955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	297.99999999999955	298.09999999999957	1	1	1	2	0	2	1	0	1	0	0	0	0	1	1	2	1	1	1	0	0	2	1	1	1	1	0	1	1	0	2	0	0	2	0	1	0	1	1
pos	298.09999999999957	298.1999999999996	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2
pos	298.1999999999996	298.2999999999996	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	0	0	0	0	2	0	1	1	1	0	0	0	0
pos	298.2999999999996	298.39999999999964	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	298.39999999999964	298.49999999999966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
pos	298.5999999999997	298.6999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	298.6999999999997	298.7999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	298.7999999999997	298.89999999999975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
pos	298.89999999999975	298.9999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	299.0999999999998	299.1999999999998	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	299.1999999999998	299.29999999999984	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	3	0	1	0	0	0
pos	299.5999999999999	299.69999999999993	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	299.9	300.0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pos	300.0	300.1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
pos	300.1	300.20000000000005	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	2	2	3	1	3	0	0	0	0	1	3	1	0	3	1	1	0	1
pos	300.20000000000005	300.30000000000007	1	1	2	2	1	2	0	1	0	1	3	2	2	1	2	1	0	3	0	1	0	4	0	2	1	2	1	1	0	0	0	2	2	2	2	2	2	1	0
pos	300.30000000000007	300.4000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	300.60000000000014	300.70000000000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
pos	300.8000000000002	300.9000000000002	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	301.0000000000002	301.10000000000025	0	1	0	0	1	1	0	0	1	2	3	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	2	0	0	1
pos	301.10000000000025	301.2000000000003	0	0	1	0	0	1	0	0	0	0	4	2	0	0	0	1	2	2	0	1	0	3	3	1	0	4	0	3	0	0	0	0	1	0	0	0	0	0	0
pos	301.2000000000003	301.3000000000003	1	0	0	2	1	0	0	1	0	2	0	2	4	0	0	1	0	0	0	0	0	1	1	4	1	1	3	4	1	0	1	0	1	0	1	0	0	0	0
pos	301.4000000000003	301.50000000000034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	301.50000000000034	301.60000000000036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pos	301.60000000000036	301.7000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
pos	301.8000000000004	301.90000000000043	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	302.00000000000045	302.1000000000005	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
pos	302.1000000000005	302.2000000000005	1	3	2	2	1	3	2	0	0	1	0	1	2	1	2	1	2	2	1	2	3	2	2	2	1	2	0	1	1	0	3	1	4	1	3	2	2	0	0
pos	302.2000000000005	302.3000000000005	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	2	1	1	1	2	0	0
pos	302.3000000000005	302.40000000000055	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
pos	302.40000000000055	302.50000000000057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos	302.90000000000066	303.0000000000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	303.0000000000007	303.1000000000007	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1	1	1	0	0	1	0	0
pos	303.1000000000007	303.2000000000007	1	2	1	1	0	0	0	0	0	0	4	2	2	1	1	2	1	1	1	0	0	1	0	0	1	1	0	3	1	0	3	1	1	0	3	0	0	0	0
pos	303.2000000000007	303.30000000000075	1	0	0	1	0	3	1	1	0	1	2	1	2	0	1	1	0	1	1	0	0	2	2	3	2	3	5	3	1	0	0	1	2	0	1	0	1	0	2
pos	303.30000000000075	303.4000000000008	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	303.6000000000008	303.70000000000084	0	0	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	303.70000000000084	303.80000000000086	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos	303.80000000000086	303.9000000000009	1	0	0	0	2	1	0	1	1	2	1	0	0	1	1	1	0	0	1	0	0	1	1	2	1	2	1	0	0	0	0	1	0	0	1	1	1	0	0
