min	10003.peak.table	10025.peak.table	10037.peak.table	10047.peak.table	10085.peak.table	10086.peak.table	10100.peak.table	10107.peak.table	10116.peak.table	10126.peak.table	10134.peak.table	10140_1.peak.table	10173.peak.table	10192.peak.table	10198.peak.table	10199.peak.table	10234.peak.table	10241.peak.table	10244.peak.table	10253.peak.table	10259.peak.table	10281.peak.table	10292.peak.table	10297.peak.table	10306.peak.table	10311.peak.table	10319.peak.table	10329.peak.table	10345.peak.table	10372.peak.table	10374.peak.table	11011.peak.table	11064.peak.table	11115.peak.table	11201.peak.table	11215.peak.table	11254.peak.table	12004.peak.table	13002.peak.table
1051.0	6	4	3	2	5	5	2	1	4	3	3	6	7	4	3	2	1	5	3	3	1	3	3	3	1	4	6	10	4	2	1	0	2	0	2	0	3	4	23
1052.0	0	1	2	0	0	2	2	2	1	0	2	2	4	0	2	1	2	1	1	0	0	0	1	1	1	1	3	10	5	4	0	0	2	1	0	3	0	1	21
1053.0	1	0	0	0	1	0	0	0	0	1	1	0	2	0	2	0	0	2	0	0	0	1	2	5	0	3	5	6	0	0	0	0	0	1	1	2	1	4	21
1054.0	1	1	0	0	1	2	1	4	0	0	1	0	1	0	10	5	2	1	1	0	0	1	4	3	2	3	6	4	4	2	4	1	0	2	0	1	0	4	17
1055.0	4	6	2	3	2	7	1	0	0	0	2	2	6	1	9	1	0	3	3	1	1	1	3	1	4	3	3	5	5	3	0	2	3	1	1	2	1	2	4
1056.0	1	1	1	1	0	1	1	2	1	0	0	1	1	1	7	0	2	1	1	0	1	2	0	1	0	0	6	7	7	0	0	1	2	2	2	6	1	8	8
1057.0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	2	12	1	3	5	5	4	2	2	0	0	3	0	2	0	1	10
1058.0	1	6	0	0	1	1	0	2	0	0	1	1	2	0	3	0	0	1	2	1	0	4	0	12	2	4	2	3	2	1	1	0	5	1	4	4	1	1	16
1059.0	1	2	0	0	5	4	1	2	0	0	5	2	4	1	0	2	0	0	3	2	1	1	2	1	2	4	1	1	6	1	0	3	1	1	1	4	2	7	6
1060.0	1	1	0	3	1	2	0	2	1	0	1	0	1	2	1	0	0	1	2	1	0	1	2	5	1	1	5	6	5	1	4	0	1	1	0	6	0	5	1
1061.0	3	2	1	1	5	6	1	1	0	0	3	8	5	1	3	1	0	2	2	1	0	6	1	3	1	6	3	5	3	1	1	0	2	0	1	1	0	3	4
1062.0	1	1	0	0	1	2	0	0	1	0	1	3	1	0	0	1	0	1	0	1	2	0	0	3	4	1	2	7	4	3	0	2	1	1	2	1	2	3	5
1063.0	0	2	0	0	3	1	0	0	0	0	4	8	4	0	7	2	1	2	0	3	0	5	0	7	0	11	6	3	2	0	2	1	1	0	0	1	2	4	3
1064.0	2	2	2	1	1	2	1	5	4	1	1	1	2	5	5	0	2	2	1	2	2	4	1	13	0	6	3	8	9	1	1	0	1	1	0	2	0	2	3
1065.0	0	2	2	0	1	1	1	0	2	0	0	2	0	0	2	0	0	1	1	0	0	1	2	3	2	6	5	11	2	0	2	0	2	1	2	4	0	1	8
1066.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	6	7	2	6	1	4	5	1	0	1	0	0	0	0	1	3	13
1067.0	4	5	2	3	4	7	1	1	1	1	2	1	6	2	2	1	1	2	2	2	2	3	2	7	2	2	9	7	8	1	1	1	2	0	2	4	0	3	7
1068.0	1	10	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	2	1	0	0	4	0	1	1	4	7	2	1	0	2	1	0	1	2	0	4
1069.0	2	6	0	0	1	3	2	5	1	0	1	1	5	0	3	5	1	1	1	0	0	1	3	2	1	5	8	5	6	0	0	0	0	1	0	0	0	3	5
1070.0	0	0	1	0	2	1	0	1	0	0	1	0	2	0	0	4	2	1	1	0	0	3	0	10	0	1	4	11	2	3	0	0	0	0	1	3	0	5	2
1071.0	1	3	3	0	5	7	1	0	2	0	1	2	6	1	0	0	1	5	0	4	2	0	0	4	2	2	1	5	4	7	1	0	1	0	0	4	1	5	3
1072.0	2	4	3	3	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	2	3	8	3	1	0	0	1	0	0	0	5	6
1073.0	4	4	0	3	4	6	0	3	4	4	6	2	6	2	3	3	0	2	4	3	2	2	3	2	0	2	5	2	5	3	0	4	3	3	3	6	2	1	5
1074.0	0	1	0	0	1	2	0	4	2	1	0	1	0	1	1	2	0	0	1	0	1	0	0	3	4	1	5	1	2	3	1	0	2	1	0	3	0	7	11
1075.0	3	0	0	2	3	0	0	0	1	1	0	1	2	1	1	3	0	1	0	1	0	0	0	5	6	3	1	4	2	0	1	0	0	0	0	4	0	0	11
1076.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	2	4	4	4	1	0	2	1	0	3	0	2	2	12
1077.0	1	0	0	0	4	2	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	2	1	2	4	0	6	10	0	0	0	0	2	0	4	1	2	11
1078.0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	1	0	0	1	3	3	0	3	10	5	4	0	0	2	0	0	7	1	4	6
1079.0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	1	1	1	1	5	5	5	6	0	0	3	4	1	0	4	1	1	4
1080.0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	9	2	2	0	1	2	1	0	3	0	4	13
1081.0	0	4	1	0	1	1	0	0	2	2	1	1	2	0	0	1	0	0	0	0	0	0	3	4	1	6	1	4	3	0	1	0	1	0	0	0	0	1	21
1082.0	1	2	1	1	1	2	0	1	1	0	0	1	1	1	1	0	0	2	1	0	1	1	0	4	1	4	0	7	2	5	3	1	1	0	1	8	0	1	6
1083.0	5	4	4	4	4	11	3	2	3	2	3	2	12	4	6	2	1	4	4	7	4	2	3	3	1	2	4	4	5	0	1	0	3	3	0	4	0	2	15
1084.0	1	2	0	0	2	3	0	0	0	0	1	1	1	0	1	4	0	1	2	0	0	0	0	3	3	2	3	6	5	3	2	0	0	0	0	2	0	2	7
1085.0	2	4	0	3	0	2	1	0	0	0	1	2	2	1	2	0	0	1	0	1	1	3	3	1	0	1	1	3	6	6	1	1	1	0	3	3	1	2	18
1086.0	1	2	0	1	0	1	0	0	0	0	3	2	0	1	2	1	2	4	2	0	0	1	1	4	1	1	3	2	7	2	0	0	2	0	1	1	0	5	31
1087.0	9	6	4	2	10	10	1	0	2	0	4	1	5	3	3	6	3	5	2	5	2	3	2	6	3	1	2	4	7	5	0	1	0	0	0	0	1	4	16
1088.0	3	2	0	3	0	4	0	0	1	1	2	0	2	2	1	3	1	8	1	1	0	2	1	8	0	2	2	6	2	2	0	2	3	2	1	5	0	1	12
1089.0	2	4	3	2	2	5	0	0	0	0	1	2	3	1	0	0	0	1	0	1	0	1	0	6	1	3	2	8	3	3	2	0	4	0	0	3	2	2	8
1090.0	2	0	2	0	3	1	3	3	2	0	2	3	0	2	1	4	2	1	1	0	1	3	2	8	2	3	1	5	4	4	0	0	1	0	0	0	0	3	6
1091.0	0	0	0	0	4	2	0	1	5	0	0	0	0	1	0	1	0	1	0	0	0	0	1	5	2	3	3	2	6	0	0	0	0	0	0	3	2	2	9
1092.0	0	2	0	0	2	2	0	3	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	3	1	1	1	1	4	7	0	0	0	0	1	1	0	2	7
1093.0	2	5	0	2	2	1	1	2	0	1	1	0	0	0	0	3	0	1	0	1	1	0	0	1	2	3	4	4	4	2	0	2	2	1	4	0	1	1	5
1094.0	2	6	2	2	2	3	1	2	2	2	1	0	1	2	3	0	1	3	1	2	2	1	1	1	1	2	3	3	4	2	0	0	1	1	0	4	0	0	7
1095.0	3	0	2	0	3	6	0	0	1	0	2	0	5	2	0	3	0	2	0	2	0	0	0	0	0	3	2	2	4	0	0	0	1	0	1	1	0	2	5
1096.0	0	0	0	2	0	1	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	2	1	1	6	7	2	0	0	0	0	1	0	0	3	3
1097.0	2	3	1	1	2	3	0	0	0	0	1	0	2	0	0	3	0	2	3	1	0	1	1	8	1	1	2	1	6	3	0	0	0	2	0	0	0	5	9
1098.0	0	1	2	0	0	1	0	0	0	1	1	1	1	0	0	4	0	2	1	1	1	1	1	7	0	6	3	2	9	4	1	2	2	5	0	1	2	4	8
1099.0	1	2	2	2	4	4	0	0	2	0	0	0	2	2	0	1	2	2	0	2	0	1	0	1	2	4	1	7	4	0	1	5	2	2	4	0	1	0	3
1100.0	2	1	1	1	2	4	0	0	4	0	1	1	1	2	0	2	0	2	0	0	0	0	3	0	0	1	2	4	1	3	1	1	3	1	2	4	2	2	5
1101.0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	3	0	0	0	0	1	2	1	2	0	4	1	3	4	1	1	0	0	1	0	1	1	2	1
1102.0	1	1	1	0	0	1	0	1	0	0	3	1	2	2	0	0	3	0	1	0	0	3	2	1	0	2	0	3	4	3	0	0	2	1	1	1	0	0	13
1103.0	0	1	1	0	0	1	0	0	3	0	2	0	1	0	0	5	0	1	0	2	0	0	2	4	0	1	0	6	2	1	0	0	2	0	0	1	0	0	3
1104.0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	4	1	2	0	0	0	1	2	1	0	3	4	7	0	1	1	1	3	3	1	1	1	3	8
1105.0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	1	1	1	3	1	2	5	2	4	1	3	0	2	1	0	1	0	1	7
1106.0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	1	1	1	1	1	1	3	0	4	0	0	0	0	2	1	0	0	0	3	0	0	0	3	8
1107.0	1	1	3	1	2	1	1	1	3	0	0	1	2	2	0	3	1	2	1	0	0	3	0	2	1	0	3	1	3	0	1	0	0	1	0	1	1	2	9
1108.0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	4	0	3	4	0	0	1	2	0	0	0	2	2	2
1109.0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	3	2	0	2	2	5	0	4	0	3	0	0	0	1	1	4
1110.0	0	1	2	0	0	3	0	0	2	0	2	0	2	0	2	3	0	0	0	0	0	3	1	4	2	2	0	4	2	3	0	0	1	4	0	4	0	2	5
1111.0	5	1	1	1	11	9	0	0	0	1	5	3	10	1	1	2	1	5	1	7	0	4	0	9	2	5	4	0	3	0	0	0	4	2	0	2	0	6	3
1112.0	2	1	0	1	5	6	2	4	1	1	3	1	4	0	0	1	0	3	2	3	1	2	0	6	2	2	0	0	2	2	0	1	0	1	2	5	0	2	5
1113.0	1	1	2	1	4	5	1	0	2	0	2	0	1	2	0	1	0	3	0	4	2	0	1	5	1	0	5	2	1	0	1	0	2	1	0	1	0	1	8
1114.0	0	0	0	1	2	0	1	2	0	0	0	1	2	1	0	1	4	2	0	0	0	1	1	3	0	1	5	5	2	1	0	0	0	0	0	1	0	3	8
1115.0	1	1	1	1	3	5	2	1	1	2	1	0	1	1	2	3	2	2	2	2	1	1	1	0	0	2	3	7	5	0	0	1	3	1	5	3	1	7	4
1116.0	0	0	0	0	0	0	2	0	1	1	0	1	2	1	1	1	3	0	0	1	0	0	0	1	1	2	4	2	2	0	3	0	0	0	0	1	2	1	1
1117.0	0	0	0	0	1	1	1	0	0	0	1	2	3	0	0	0	0	1	1	0	0	0	0	0	2	1	1	5	4	0	0	1	2	0	0	1	2	2	3
1118.0	0	3	2	5	5	0	4	5	1	3	3	5	4	0	4	0	3	1	5	2	1	0	1	1	2	3	0	4	6	1	1	4	1	3	3	4	2	2	6
1119.0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0	1	1	3	1	2	5	0	1	0	0	1	2	2	0	0	0
1120.0	5	5	5	6	9	4	6	7	4	5	9	4	9	2	9	7	7	5	6	5	6	3	3	10	5	3	9	6	10	3	7	4	5	3	7	10	4	3	5
1121.0	0	1	1	1	2	2	0	0	1	0	0	1	2	0	0	3	0	0	0	0	2	0	1	3	2	5	2	0	1	0	1	1	1	2	1	0	0	2	4
1122.0	1	7	2	6	8	5	5	9	2	5	9	4	9	1	7	2	7	4	5	7	5	4	1	6	6	5	6	5	1	4	5	4	6	3	4	4	5	4	9
1123.0	2	0	1	1	1	4	0	2	0	0	2	0	4	0	0	1	0	1	0	1	0	0	3	3	0	1	2	2	3	0	2	0	1	0	1	0	0	4	7
1124.0	6	8	5	6	10	5	5	7	4	6	10	5	11	3	9	7	6	6	6	7	4	2	2	5	6	5	6	6	8	3	7	4	3	3	6	7	3	6	17
1125.0	1	7	1	5	11	3	4	6	2	5	9	2	6	0	7	3	4	2	7	4	3	4	2	2	5	2	5	6	4	3	6	3	4	3	5	6	2	1	11
1126.0	1	1	0	1	0	3	1	4	0	1	0	1	1	2	0	2	1	2	2	1	0	2	0	1	4	0	2	1	1	1	0	0	0	1	0	1	0	1	1
1127.0	2	7	2	6	9	5	4	8	2	5	8	3	9	0	8	3	6	3	5	5	5	2	1	3	5	4	3	4	3	3	7	4	3	3	5	5	3	4	13
1128.0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	2	0	0	1	2	2	1	1	0	0	0	0	4	0	2	5
1129.0	1	4	0	4	5	0	3	5	0	2	5	1	7	0	4	5	4	0	4	1	2	2	1	3	3	4	0	2	3	1	7	2	3	1	4	8	4	1	8
1130.0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	3	2	1	0	5	1	0	1	0	0	1	0	0	8
1131.0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	5	0	1	0	0	0	1	5	2	0	0	1	1	5
1132.0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	0	0	0	2	9	4	2	0	0	1	3	1	4	0	1	7
1133.0	0	3	0	0	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	0	2	0	0	0	0	0	0	4	2
1134.0	1	1	0	0	0	3	0	0	0	1	0	0	0	1	2	1	1	2	1	2	1	0	1	2	1	0	3	6	2	2	1	0	1	1	1	0	1	8	4
1135.0	4	4	3	4	10	3	2	1	2	3	8	4	11	4	3	5	1	9	2	12	1	4	3	6	5	12	4	2	9	1	1	0	1	1	3	1	1	4	4
1136.0	0	0	0	1	5	6	0	0	0	1	6	0	7	0	0	0	0	4	0	3	2	0	5	1	1	1	1	1	4	1	1	0	1	3	2	0	0	2	3
1137.0	2	1	1	1	10	10	0	1	0	0	4	0	8	0	0	2	0	3	1	7	1	2	3	2	0	4	7	3	5	0	0	0	1	1	0	1	0	1	2
1138.0	0	0	0	0	6	8	0	1	2	1	3	2	4	0	0	3	2	2	1	1	0	0	1	0	1	3	0	4	1	2	1	1	3	2	1	1	1	1	5
1139.0	1	2	3	3	10	7	0	0	1	0	2	1	9	1	17	1	0	6	1	5	0	3	1	13	1	6	3	3	4	0	2	2	1	0	3	1	0	2	4
1140.0	0	5	0	0	2	1	0	0	0	0	0	1	1	0	11	1	0	1	0	1	0	1	1	12	0	1	3	1	3	1	0	0	2	5	2	4	0	3	10
1141.0	0	6	0	0	0	5	0	0	0	0	0	2	1	0	3	0	0	1	0	0	0	0	1	3	1	1	2	2	5	0	1	0	0	0	3	3	1	3	13
1142.0	0	0	1	0	1	0	0	2	0	0	0	1	2	0	1	0	1	0	0	0	0	0	1	11	0	0	1	3	2	1	0	0	0	0	2	1	0	3	8
1143.0	1	2	1	1	4	0	1	2	3	1	1	1	1	2	3	0	1	1	0	3	2	2	0	1	0	2	2	0	1	0	0	0	0	1	1	2	0	0	7
1144.0	0	6	0	0	0	0	0	0	0	1	2	2	2	0	3	1	0	0	0	0	0	1	0	2	0	1	4	2	3	1	0	0	1	1	1	0	0	1	9
1145.0	0	4	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	0	3	3	0	2	1	2	1	2	0	1	1	4
1146.0	1	2	0	1	1	2	0	0	0	0	2	1	4	0	0	0	0	1	0	0	0	1	0	2	2	2	2	2	2	2	1	0	1	1	2	0	0	4	2
1147.0	1	0	4	0	5	4	0	0	0	0	2	3	3	2	1	1	1	3	0	1	1	0	2	1	0	0	4	2	0	0	1	1	1	1	1	3	2	4	7
1148.0	1	2	0	0	2	0	1	3	0	0	0	0	0	2	0	1	0	1	0	1	0	2	8	2	2	2	3	3	6	3	0	0	1	2	0	1	0	3	3
1149.0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	7	1	1	3	2	3	0	1	0	3	1	1	0	1	0	2
1150.0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	7	0	3	0	1	2	4	0	0	1	1	2	1	1	5	3
1151.0	1	0	1	0	3	5	0	0	0	0	0	2	2	0	6	1	0	2	0	3	0	2	1	2	1	1	3	1	4	0	1	0	1	1	0	0	1	2	4
1152.0	0	0	0	0	3	3	0	0	1	0	0	0	1	0	3	0	0	0	0	1	1	0	0	2	3	1	0	1	4	3	2	0	0	0	0	0	0	0	1
1153.0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	11	2	3	0	2	0	0	0	1	0	0	0	1	0	1	10
1154.0	1	0	1	1	2	2	0	0	0	1	0	1	2	2	3	0	4	2	0	1	1	0	1	12	1	0	1	0	1	3	0	0	1	0	0	1	0	1	10
1155.0	1	1	0	0	3	3	1	2	1	0	2	2	1	1	1	0	0	1	0	1	0	0	0	5	2	3	1	0	1	0	0	0	2	0	0	0	0	1	3
1156.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	1	8	0	0	2	2	2	0	0	0	1	1	0	0	0	4	10
1157.0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	6	0	2	3	4	2	0	1	0	0	0	0	3	0	1	8
1158.0	0	0	4	1	0	0	0	3	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	6	1	2	1	1	2	1	0	0	2	0	1	0	0	2	12
1159.0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	1	2	2	1	0	1	1	2	0	0	0	1	1	0	9	0	0	5
1160.0	1	1	1	1	1	1	0	0	0	1	2	2	2	1	4	0	1	0	0	0	0	0	1	2	1	2	1	5	3	2	0	0	0	2	2	0	2	3	13
1161.0	1	1	2	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	5	2	4	1	2	2	0	1	0	1	0	0	3	1	5	6
1162.0	3	1	2	2	5	1	0	0	1	1	1	1	0	2	1	0	0	2	0	2	0	2	2	7	0	1	2	2	4	2	0	0	0	1	0	2	0	2	12
1163.0	5	0	0	2	1	0	0	0	0	0	2	1	1	3	0	0	0	1	0	2	0	0	4	4	2	3	1	2	4	1	1	0	1	1	0	1	0	0	10
1164.0	1	3	2	1	3	2	1	2	1	1	1	3	2	3	0	1	1	4	1	0	0	2	3	5	2	3	1	0	2	1	1	1	2	2	2	3	1	1	7
1165.0	3	1	0	2	2	2	0	0	1	0	1	0	0	1	0	1	0	0	0	3	2	1	2	4	0	1	5	1	5	0	0	0	0	0	0	2	0	1	3
1166.0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	0	1	1	2	2	3	2	0	0	1	0	0	0	0	1	0
1167.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	1	2	1	2	0	2	0	0	0	0	1	0	0	0
1168.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	2	4
1169.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	7	1	2	0	0	6	4	0	1	0	0	1	0	1	0	0	4
1170.0	2	3	1	1	2	1	1	2	0	0	0	0	1	3	1	1	2	1	2	0	0	2	1	3	7	1	2	1	2	2	1	0	0	2	2	1	0	0	3
1171.0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	2	5	3	2	1	2	1	4	2	0	0	0	0	1	0	0	2	1
1172.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	6	1	1	2	1	2	2	0	0	0	1	1	1	0	3	4
1173.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	3	4	1	2	0	2	0	0	1	2	2	0	2	0
1174.0	0	4	1	0	0	0	0	2	0	0	0	1	0	1	2	2	1	1	1	0	0	0	0	2	3	2	1	2	2	2	2	1	1	2	5	2	0	3	1
1175.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	5	3	4	1	0	4	0	0	1	0	1	1	3	0	0	2
1176.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	2	0	0	1	0	1	0	1	4
1177.0	1	1	1	1	1	1	1	0	2	0	1	0	0	1	1	0	2	2	1	0	0	0	5	1	3	2	1	4	1	0	2	0	1	1	0	2	1	0	3
1178.0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	3	1	0	0	1	2	3	1	0	0	1	0	0	1	0	1	6
1179.0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	1	1	0	1	0	0	0	3	0	0	0	5
1180.0	3	4	4	1	3	2	3	3	2	3	2	0	1	2	2	3	2	3	2	4	3	0	4	1	3	0	0	3	0	0	0	1	2	2	2	1	3	0	2
1181.0	1	0	2	0	1	0	1	0	1	0	0	0	0	1	1	6	1	0	1	0	0	1	4	3	2	2	1	0	0	0	0	1	0	1	2	3	0	0	4
1182.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	2	2	0	1	3	2	0	1	0	1	0	1	1	0	1	11
1183.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	2	3	0	8	0	1	0	1	0	0	0	0	0	4
1184.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	3	3	0	0	0	0	0	0	1	0	1	3
1185.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	7	1	2	5	0	0	0	5	0	0	0	1	1	3
1186.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4	1	0	0	2	1	0	0	0	1	0	0	1	1	0	3
1187.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	1	0	1	0	0	0	2
1188.0	0	1	0	0	1	0	0	0	0	0	0	8	3	0	0	0	0	1	0	1	0	3	0	3	0	0	0	1	1	2	0	0	0	0	1	2	0	0	4
1189.0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	3	1	1	0	0	0	0	0	0	0	0	0	2
1190.0	0	1	0	1	1	1	0	2	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	3	2	2	1	2	0	2	1	1	1	0	2	5
1191.0	0	0	1	1	2	2	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	1	1	0	1	2	2	1	0	0	1	2	1	1	0	2	1	0
1192.0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	4	0	0	2	1	6	0	1	1	0	1	0	0	1	2	5
1193.0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2
1194.0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	1	0	1	2	1	0	0	0	0	0	0	0	2	3	0
1195.0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	1	0	0	0	0	2	1	3	2	3	6	3	1	0	0	0	0	0	0	1	0	1	7
1196.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	4	1	0	0	0	1	0	1	0	0	1	1
1197.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	3	2	0	0	3	0	0	0	0	3	1	1	0
1198.0	1	1	0	1	0	1	1	2	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	1	0	0	4	3	1	0	1	0	0	0	1	0	0	0	3
1199.0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	0	2	4	0	1	0	4	1	0	0	0	0	0	0	2	0	0	1
1200.0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	2	0	2	3	1	0	1	0	0	0	5	1	1	0	2	3	2	0	10	1	1	6
1201.0	0	0	0	0	2	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	1	5	1	0	0	1	0	1	0	0	0	3	10
1202.0	1	0	0	1	2	0	0	1	1	1	1	0	1	2	0	0	1	2	0	1	0	0	1	4	2	0	4	0	2	0	0	0	0	2	0	1	0	0	4
1203.0	1	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	3	0	1	1	3	0	1	1	1	0	16
1204.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	1	1	1	1	0	0	1	2	1	1	0	0	3
1205.0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	1	4	0	3	1	0	0	0	0	0	0	0	1	6
1206.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	3	1	1	0	3	6
1207.0	3	1	1	2	3	2	0	2	1	1	3	0	1	1	0	2	0	2	2	0	0	0	0	0	0	1	0	2	2	2	1	1	0	4	1	1	0	1	2
1208.0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	2	1	2	0	0	2	3	3	2	0	1	0	2	0	1	0	6
1209.0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	1	0	1	2	1	0	1	0	0	1	0	0	0	0	0	1	2	3
1210.0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	1	3	1	0	0	0	0	0	1	0	2	10
1211.0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	5	3	1	2	1	2	0	0	0	1	0	0	1	1	2
1212.0	0	0	0	0	1	0	0	0	0	1	3	3	3	0	0	3	1	0	0	1	0	0	0	0	1	4	3	2	2	0	0	0	0	1	0	1	0	0	1
1213.0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	2	2	0	0	1	2	5
1214.0	2	1	1	2	3	2	0	0	0	0	3	1	3	1	0	1	0	1	0	3	1	0	0	0	0	0	1	3	4	0	0	0	2	1	2	1	0	4	5
