charge	min	max	01026.peak.table	01038.peak.table
pos	875.4866983945851	875.4871361379344	1	0
neg	875.5663712892936	875.5668090724793	1	0
neg	875.5768781461647	875.5773159346039	0	1
neg	875.5773159346039	875.5777537232619	1	0
pos	875.7401884213436	875.7406262914379	0	1
pos	875.9889338928883	875.9893718873553	1	0
pos	876.2145300312548	876.2149681385198	1	0
neg	876.22986391587	876.230302030802	1	0
pos	876.2530843091307	876.253522435673	0	1
pos	876.253522435673	876.2539605624343	1	0
pos	876.2833155544718	876.2837536961296	0	1
neg	876.4682307957237	876.4686690298391	1	0
pos	876.5313387644323	876.5317770301018	0	1
pos	876.5396658496236	876.5401041194566	0	1
pos	876.645295217008	876.6457335396557	1	0
pos	876.7049091090372	876.7053474614918	0	1
pos	876.720689935485	876.72112829583	0	1
pos	876.7408547382095	876.7412931086369	0	1
pos	876.7412931086369	876.7417314792835	1	0
pos	876.7544443233819	876.7548827006041	1	0
pos	876.7697876565784	876.7702260414723	1	0
neg	876.8206417663109	876.8210801766319	1	0
neg	876.8232722315247	876.8237106431609	0	1
pos	876.9969003846635	876.9973388831138	1	0
neg	877.063993197046	877.0644317290427	1	0
pos	877.1995100185395	877.1999486182946	1	0
neg	877.2617933792218	877.2622320101185	0	1
pos	877.2810933461527	877.2815319866994	1	0
neg	877.4820136708257	877.4824524118326	1	0
neg	877.484207378054	877.4846461201577	0	1
pos	877.4921047694853	877.4925435155377	1	0
neg	877.5206237191951	877.521062479507	0	1
neg	877.5487048214329	877.5491435957854	1	0
pos	878.065294096632	878.0657331292791	0	1
pos	878.1913054759493	878.1917445716022	1	0
neg	878.22511648362	878.2255555961783	1	0
neg	878.3287531359126	878.3291923002893	1	0
neg	878.4622692199941	878.4627084511288	1	0
pos	878.5206888887332	878.5211281490776	0	1
pos	878.5312311976194	878.5316704632351	0	1
pos	878.5404558216712	878.5408950918992	1	0
neg	878.5430914463336	878.5435307178794	1	0
pos	878.5993199894323	878.5997592890923	1	1
pos	878.5997592890923	878.600198588972	1	0
pos	878.6226031740954	878.623042485397	1	0
pos	878.6234817969183	878.6239211086593	1	0
pos	878.7381496145546	878.7385889836295	0	1
pos	878.7864815298227	878.7869209230636	1	0
pos	878.9064440418329	878.9068834950549	0	1
neg	879.059826560229	879.0602660901424	1	0
pos	879.1429016183167	879.1433411897676	0	1
pos	879.2101586060329	879.2105982111123	1	0
pos	879.2325787453311	879.2330183616206	0	1
neg	879.2778603778141	879.2783000167444	0	1
pos	879.2950064589811	879.2954461064844	2	0
pos	879.2954461064844	879.2958857542076	0	1
pos	879.2972046986959	879.2976443472983	0	1
neg	879.498586765621	879.4990265149145	0	1
neg	879.546960506072	879.5474002795523	1	0
neg	879.5689494494511	879.5693892339259	1	0
neg	879.571148374024	879.5715881595983	0	1
pos	880.1452556870354	880.1456957596633	0	1
pos	880.22667286833	880.2271129816664	0	1
pos	880.2865303022584	880.2869704455236	0	1
pos	880.4106594229147	880.4110996282445	1	0
neg	880.4907804183532	880.4912206637434	1	0
pos	880.5361268498749	880.5365671179384	1	0
pos	880.537007386222	880.5374476547257	0	1
neg	880.5554988529163	880.5559391306658	1	0
neg	880.5757518572383	880.5761921451143	1	0
pos	880.6704188151674	880.6708591503768	1	0
pos	880.6972796658556	880.6977200144955	1	0
pos	880.7866749541391	880.7871153474766	0	1
pos	880.8201454753603	880.820585885433	1	0
pos	880.8219071169726	880.8223475279262	0	1
pos	881.0359727948439	881.0364133128304	1	0
pos	881.0588800222057	881.0593205516458	1	0
pos	881.0989691032494	881.099409652734	1	0
pos	881.1016124034612	881.1020529542675	0	1
pos	881.1179129299973	881.1183534889537	1	0
neg	881.2144005999585	881.2148412071589	1	0
neg	881.2549373845967	881.2553780120654	1	0
neg	881.2562592676638	881.2566998957935	0	1
neg	881.3800844396659	881.3805251297082	0	1
neg	881.4995195028084	881.4999602525683	0	1
neg	881.5638713004648	881.5643120824005	1	0
neg	881.5696014828196	881.5700422676205	1	0
pos	881.5991345517664	881.5995753513337	1	0
pos	881.8208845625953	881.8213254730376	0	1
pos	881.9743347079441	881.9747756951115	1	0
pos	882.3841068462448	882.3845480382982	0	1
pos	882.4366102494446	882.4370514677498	1	0
pos	882.5160330984976	882.5164743565142	0	1
neg	882.518239390787	882.5186806499067	1	0
neg	882.5486867876529	882.5491280619963	1	0
neg	882.5504518863505	882.5508931615765	0	1
pos	882.6378286843354	882.6382700032499	1	0
pos	882.8651371331329	882.8655785657015	1	0
pos	882.9578428163312	882.9582842952527	1	0
pos	883.0501167090772	883.0505582341356	1	0
pos	883.0960364975765	883.0964780455948	0	1
pos	883.0964780455948	883.096919593834	1	1
pos	883.1450496754592	883.1454912479841	1	0
pos	883.2161456957701	883.2165873038431	1	0
neg	883.2523582910487	883.2527999172279	1	0
neg	883.253241543628	883.2536831702488	0	1
neg	883.2580994486019	883.2585410776517	1	0
neg	883.2713484161502	883.2717900518245	0	1
neg	883.2938721170831	883.2943137640192	1	1
neg	883.2943137640192	883.2947554111761	0	1
neg	883.2947554111761	883.2951970585539	0	1
neg	883.3910397628605	883.3914814583804	1	0
neg	883.5005870162088	883.5010287665024	0	1
pos	883.5770131032699	883.5774548917765	1	0
pos	883.5792220480117	883.5796638376228	1	0
pos	883.632238378562	883.6326801946813	0	1
pos	883.6755374082417	883.6759792460105	1	0
pos	883.7563973989988	883.7568392771976	1	0
pos	884.1639029191857	884.1643450011372	0	1
pos	884.1705341716679	884.1709762569351	0	1
pos	884.1718604281325	884.1723025140628	1	0
pos	884.2001543732973	884.2005964733746	1	0
neg	884.2452497198245	884.2456918424494	1	0
neg	884.2540922143246	884.2545343413708	1	0
neg	884.2607241432289	884.261166273591	1	0
neg	884.4353828395858	884.4358250572773	1	0
neg	884.5344451250987	884.5348873923214	0	1
neg	884.5348873923214	884.5353296597651	0	1
neg	884.5415214271968	884.5419636979576	1	0
neg	884.6543076329663	884.6547499601202	1	0
pos	884.8033844059194	884.8038268076116	1	0
neg	884.9374422397849	884.9378847085061	1	0
pos	884.9715129786555	884.9719554644121	1	0
pos	885.1286093248453	885.1290518891501	1	0
pos	885.2078318607408	885.2082744646568	0	1
neg	885.2224379068166	885.2228805180356	0	1
neg	885.2228805180356	885.223323129476	1	0
pos	885.2494375961701	885.2498802208889	0	1
pos	885.2525359738496	885.2529786001177	1	0
neg	885.2737822843591	885.2742249212503	1	0
neg	885.2751101956967	885.2755528332518	1	0
neg	885.2998982396198	885.3003408895689	0	1
pos	885.4096822060374	885.4101249108785	0	1
neg	885.4349167352655	885.4353594527239	0	1
neg	885.4495265282715	885.4499692530347	1	0
pos	885.4645792944095	885.4650220266992	1	0
pos	885.471663037609	885.4721057734406	0	1
pos	885.5327626750055	885.5332054413869	1	0
neg	885.5531301576835	885.5535729342487	1	0
neg	885.6040509139021	885.6044937159277	1	0
pos	885.6611742031195	885.6616170337066	0	1
pos	885.7891614576693	885.7896043522501	1	0
pos	885.8967913522769	885.8972343006726	0	1
pos	885.9379865005614	885.9384294695546	1	0
pos	885.9388724387694	885.9393154082057	0	1
neg	886.2419152747958	886.2423583957535	1	0
neg	886.2769225130909	886.2773656515521	1	0
pos	886.5499377792014	886.5503810541703	0	1
pos	886.551710880407	886.5521541562624	1	0
pos	886.5521541562624	886.5525974323396	1	1
pos	886.5530407086384	886.5534839851588	0	1
pos	886.7693859895659	886.769829374259	1	0
pos	886.769829374259	886.7702727591737	0	1
pos	886.8075178834656	886.8079612872247	1	0
pos	886.8084046912054	886.8088480954078	0	1
neg	886.854076488674	886.8545199157123	1	0
pos	887.1294873659361	887.1299309306798	0	1
pos	887.2430471796171	887.2434908011408	1	0
pos	887.2439344228862	887.2443780448535	0	1
pos	887.2452652894535	887.2457089120862	1	0
neg	887.3570652081929	887.3575088867256	0	1
pos	887.5012724117754	887.5017161624116	1	0
neg	887.6539357211542	887.6543795481222	1	0
pos	887.6952125785303	887.6956564261367	0	1
pos	887.7356036194999	887.7360474873018	1	0
pos	887.8092887140787	887.809732618723	0	1
pos	887.8106204286778	887.811064333988	1	0
pos	887.8310403026729	887.8314842181932	0	1
pos	887.946465811567	887.9469097848	0	1
pos	888.1076426811989	888.1080867350203	1	0
pos	888.1316219052778	888.1320659710889	0	1
neg	888.2879467878599	888.2883909318334	1	0
pos	888.3354714524122	888.335915620148	0	1
pos	888.4456318531516	888.4460760759675	1	0
pos	888.45895863425	888.4594028637295	0	1
neg	888.4673990323402	888.4678432660397	1	0
pos	888.5504745971145	888.5509188723519	0	1
pos	888.5655800798045	888.5660243625946	0	1
pos	888.7677516949092	888.7681960787851	0	1
neg	888.7957483130367	888.7961927109109	1	0
pos	888.807302729981	888.8077471336323	1	0
neg	888.887298967015	888.8877434106646	0	1
neg	888.8877434106646	888.8881878545363	1	0
pos	888.8890767429466	888.889521187485	0	1
pos	888.9770810956993	888.97752558424	1	0
pos	889.0459794720459	889.0464239950358	1	1
pos	889.3025061752252	889.3029508264783	1	0
neg	889.4848318311762	889.4852765735922	1	0
neg	889.5546591137127	889.5551038910422	1	0
pos	889.652960310024	889.6534051365043	1	0
neg	890.3756517062216	890.3760968940475	1	0
neg	890.3760968940475	890.376542082096	0	1
neg	890.42373327759	890.4241784894567	1	0
pos	890.5466202010805	890.5470654743906	0	1
neg	890.5559709873478	890.5564162653334	0	1
pos	890.728755562109	890.7292009264868	1	0
pos	890.7354360511582	890.7358814188763	0	1
pos	890.7403351083047	890.7407804784724	0	1
pos	890.8035799014584	890.8040253032484	0	1
pos	890.8084793333971	890.8089247376369	0	1
pos	890.8124879795721	890.8129333858161	1	0
pos	890.8632657258516	890.8637111574845	1	0
neg	890.8846466954574	890.8850921377808	1	0
neg	890.885537580327	890.8859830230958	0	1
pos	891.0151708242444	891.0156163318298	1	0
pos	891.1421495013753	891.1425950724501	1	0
pos	891.1577446215517	891.1581902004241	1	0
pos	891.1764591260145	891.1769047142441	1	0
neg	891.1835885644239	891.1840341562182	0	1
neg	891.1925004426421	891.1929460388924	1	0
neg	891.2762764541624	891.2767220923007	1	0
neg	891.29321086006	891.2936565066655	1	0
pos	891.4714872847378	891.4719330204815	0	1
pos	891.5022435739073	891.5026893250292	1	0
pos	891.5049180839816	891.5053638364407	1	0
neg	891.5285432714401	891.5289890357118	0	1
neg	891.5383501369032	891.5387959060783	0	1
neg	891.5659882472402	891.5664340302344	0	1
pos	891.7612625316291	891.7617084122604	1	0
pos	892.0854765918867	892.085922634625	1	0
pos	892.085922634625	892.0863686775864	0	1
pos	892.2143922249741	892.2148383321702	0	1
neg	892.2826492197213	892.283095361046	1	0
neg	892.3312799371281	892.3317261027681	0	1
neg	892.3696509975497	892.3700971823753	1	0
neg	892.3718819239084	892.3723281098494	0	1
neg	892.4013306745555	892.4017768752209	1	0
pos	892.5392172971592	892.5396635667679	0	1
pos	892.5454650919866	892.5459113647191	0	1
neg	892.558407091826	892.5588533710296	1	0
neg	892.5601922099793	892.5606384900755	1	0
pos	892.6391872627315	892.6396335823252	1	0
pos	892.7784498033463	892.7788961925713	0	1
neg	892.8922862841746	892.8927327303178	1	0
pos	892.9146088647852	892.9150553220898	0	1
neg	892.9601486597137	892.9605951397881	1	1
neg	893.0400721495721	893.0405186696082	1	0
neg	893.0784736887067	893.0789202279436	1	0
neg	893.0793667674038	893.0798133070873	0	1
neg	893.0798133070873	893.0802598469941	0	1
neg	893.1383119360519	893.1387585052079	0	1
pos	893.1566214545435	893.1570680328542	1	0
pos	893.1744847611419	893.1749313483843	1	0
neg	893.1802904127105	893.1807370028558	0	1
neg	893.1901154474878	893.1905620425456	1	0
pos	893.2093192366117	893.2097658412714	0	1
neg	893.2722926976717	893.2727393338181	1	0
pos	893.2740792435973	893.2745258806369	1	0
pos	893.2758657930959	893.2763124310289	0	1
pos	893.2763124310289	893.2767590691852	0	1
pos	893.3316972654734	893.3321439313221	0	1
neg	893.3397372849199	893.3401839547886	0	1
pos	893.4554322430788	893.455878970795	1	0
neg	893.5510370652075	893.5514838407262	0	1
neg	893.5519306164682	893.5523773924335	1	1
neg	893.6283325535829	893.6287793677493	1	0
pos	893.7851780495467	893.7856249421359	1	0
pos	893.928642047456	893.9290890117771	1	0
pos	894.1105749917042	894.1110220469917	1	0
neg	894.2397832725796	894.2402303924713	1	0
neg	894.2402303924713	894.2406775125866	0	1
neg	894.2411246329253	894.2415717534877	0	1
pos	894.3462041121127	894.3466512852148	0	1
neg	894.4065745032838	894.4070217065711	1	0
pos	894.5402982483618	894.5407455185109	0	1
pos	894.59397226305	894.5944195600362	0	1
pos	894.7796197261665	894.7800671159764	1	0
neg	894.8404667938815	894.8409142141151	1	1
pos	894.8467306975077	894.8471781208731	1	0
pos	895.0709178257981	895.0713653612571	0	1
neg	895.0749456529845	895.0753931904574	1	0
neg	895.075840728154	895.0762882660745	0	2
pos	895.2924752392012	895.2929228854389	1	0
neg	896.2124126884421	896.2128607946485	1	0
neg	896.2366107442109	896.2370588625164	1	1
neg	896.2370588625164	896.2375069810458	0	1
pos	896.2549837784633	896.2554319059552	0	1
neg	896.4024298135571	896.4028780147721	1	0
pos	896.4069118357913	896.4073600392474	0	1
pos	896.5342106234642	896.5346588905696	1	0
pos	896.581279893319	896.5817281839591	0	1
pos	896.5889008646831	896.5893491591336	1	0
pos	896.5915906347483	896.5920389305437	1	0
pos	896.7301247023686	896.730573067431	1	0
pos	896.7417822668511	896.7422306377423	0	1
pos	896.7843785025178	896.7848268947072	1	0
pos	896.7924495962276	896.7928979924525	0	1
pos	896.7978303657229	896.7982787646382	0	1
pos	896.7991755631414	896.7996239627292	1	0
pos	896.9933535551423	896.9938020518192	0	1
neg	897.0718438878687	897.0722924237907	0	1
neg	897.0731894963075	897.0736380329023	1	0
pos	897.1875735912193	897.1880221850062	1	0
neg	897.1884707790173	897.1889193732527	0	1
pos	897.1938539246464	897.1943025215735	0	1
pos	897.2086577416687	897.2091063459976	0	1
pos	897.2104521603301	897.2109007655562	1	0
pos	897.2239104146853	897.2243590266405	0	1
neg	897.2270507030826	897.227499316608	0	1
pos	897.2373688709172	897.2378174896016	1	0
neg	897.2732590745038	897.2737077111334	1	0
pos	897.3064587909853	897.3069074442147	0	1
pos	897.3073560976685	897.3078047513466	1	0
pos	897.308253405249	897.3087020593758	0	1
neg	897.3414544165443	897.3419030872715	1	0
pos	897.5366473605721	897.5370961288959	1	0
neg	897.5402375134448	897.5406862835637	1	0
neg	897.5460715424915	897.5465203155273	1	0
neg	897.8180691397649	897.8185180487995	1	0
pos	898.0272850703088	898.0277340839515	1	0
pos	898.0515321282812	898.0519811540473	1	0
pos	898.2356515179575	898.2361006357834	1	0
neg	898.2612515924288	898.2617007230547	0	1
neg	898.2625989849801	898.2630481162796	1	0
neg	898.2819118336455	898.2823609746015	1	0
pos	898.3070640730219	898.3075132265541	1	0
pos	898.4606876770375	898.4611369073814	1	0
pos	898.4867434082763	898.4871926516481	1	0
pos	898.5051625707097	898.505611823291	1	0
neg	898.5163939526316	898.5168432108286	1	0
pos	898.5783937072897	898.5788429964866	0	1
pos	898.6875775876309	898.6880269314198	1	0
pos	898.7518360305845	898.7522854065026	1	0
pos	898.7949771433132	898.7954265408018	0	1
pos	898.9967792166956	898.9972287150853	1	0
pos	899.1586131611357	899.1590627404423	1	0
neg	899.2885509360488	899.2890005803242	0	1
neg	899.4153595298421	899.415809237522	1	0
pos	899.4594319512128	899.4598816809288	1	0
pos	899.5089035680663	899.5093533225182	1	0
pos	899.5534303496964	899.5538801264116	1	0
pos	899.5538801264116	899.5543299033518	1	0
pos	900.206292997578	900.2067431007246	0	1
pos	900.5520385065892	900.5524887826085	1	0
neg	900.5641960381346	900.5646463202327	1	0
pos	900.6461510883947	900.6466014114703	0	1
pos	900.6871314103252	900.6875817538909	1	0
neg	900.8528730488556	900.8533234752922	1	1
pos	900.8889078754656	900.8893583199197	1	0
pos	901.1339829258692	901.1344334928607	1	0
pos	901.2772745847361	901.2777252233735	0	1
pos	901.2853861146826	901.2858367573757	0	1
pos	901.3038626498649	901.3043133017962	0	1
neg	901.3047639539529	901.305214606335	1	0
neg	901.3056652589423	901.306115911775	1	1
pos	901.4539421992722	901.4543929262434	1	0
neg	901.4715207181433	901.4719714539037	1	0
pos	901.7911489431301	901.7915998387047	0	1
pos	901.8055777133378	901.8060286161267	0	1
neg	901.8533746636219	901.8538255903094	1	0
neg	902.3098278300655	902.3102789849795	1	0
neg	902.351335026433	902.3517862021006	1	0
pos	902.4921127799012	902.4925640259576	1	0
pos	902.7376239612399	902.738075330052	1	0
pos	902.7629009622715	902.763352343722	1	0
neg	902.8279022149164	902.8283536288676	1	0
neg	902.8283536288676	902.8288050430444	0	1
neg	903.1936214770857	903.1940730738964	1	1
pos	903.3218840457148	903.3223357066569	1	0
neg	903.360276032018	903.3607277121561	0	1
neg	903.36117939252	903.3616310731097	1	0
pos	903.3887323217868	903.3891840161531	1	0
pos	903.869914804985	903.8703667399425	1	0
pos	904.0095734602804	904.0100254650672	1	0
pos	904.1555827598451	904.1560348376365	1	0
neg	904.2821733709383	904.282625512025	1	0
pos	904.2975462947139	904.2979984434871	1	0
pos	904.4725447567517	904.4729969930241	1	0
pos	904.4956090949488	904.4960613427534	1	0
neg	904.8497883634825	904.8502407883767	1	0
pos	904.880101331558	904.8805537716087	0	1
neg	904.9760236821257	904.9764761701376	1	0
pos	905.1244518837029	905.1249044459289	0	1
pos	905.1258095710598	905.1262621339646	1	0
neg	905.1896231740934	905.1900757689051	0	1
neg	905.2547991569844	905.2552517843841	0	1
neg	905.2552517843841	905.25570441201	0	1
neg	905.25570441201	905.2561570398623	1	0
neg	905.3570987035441	905.3575513820936	1	0
neg	905.3580040608693	905.3584567398715	0	1
neg	905.4064419976872	905.4068947009083	1	0
pos	905.5164555360886	905.5169082943165	1	0
neg	905.5649019502854	905.5653547327364	0	1
neg	905.5653547327364	905.5658075154139	1	0
neg	905.5676186483876	905.5680714321969	1	0
neg	905.5685242162327	905.5689770004949	0	1
pos	905.781810663888	905.7822635547934	0	1
pos	906.0576631527197	906.0581161815513	1	0
neg	906.1777237169258	906.1781768057878	0	1
neg	906.2280179636781	906.2284710776871	1	0
neg	906.2588302323956	906.2592833618107	0	1
neg	906.4827037547665	906.4831569961184	1	0
pos	906.6087135765835	906.6091668809403	0	1
pos	906.7982145525342	906.7986679516415	0	1
pos	906.8263257258823	906.8267791390452	1	0
pos	906.8267791390452	906.8272325524349	0	1
pos	906.9156524959184	906.9161059537447	1	0
pos	906.9945575702918	906.9950110675707	1	0
pos	907.0471647670805	907.047618290663	0	1
pos	907.0589564539221	907.0594099834003	1	0
pos	907.0634917589094	907.0639452906554	1	0
pos	907.0657594199067	907.0662129527865	0	1
neg	907.1428632670589	907.1433168384906	0	1
pos	907.2018294548185	907.2022830557332	1	0
neg	907.2249633906468	907.2254170031287	0	1
pos	907.2648821572689	907.26533578971	0	1
neg	907.2939150907683	907.2943687377259	1	0
pos	907.3283929060016	907.328846570198	1	0
pos	907.3297538992716	907.3302075641486	0	1
pos	907.3460859777495	907.3465396507925	1	0
pos	907.4626874121449	907.4631411434887	1	0
neg	907.4740307637991	907.4744845008145	1	0
pos	907.4880967167722	907.4885504608206	1	0
pos	907.5797576204359	907.5802114103147	0	1
pos	907.5802114103147	907.5806652004205	0	1
pos	907.5806652004205	907.5811189907532	1	0
pos	907.5811189907532	907.5815727813127	1	0
pos	907.5824803631125	907.5829341543528	1	0
neg	907.9410461653486	907.9415001358717	1	0
neg	907.9519415205523	907.9523954965231	1	0
neg	907.9755485720236	907.976002559798	1	0
pos	908.0009722369606	908.0014262374468	1	0
pos	908.0377470118317	908.0382010307053	0	1
neg	908.3033868343899	908.3038409860834	0	1
neg	908.3865003759047	908.3869545691549	1	0
neg	908.3869545691549	908.3874087626323	0	1
pos	908.398309474218	908.3987636733727	0	1
pos	908.566378665398	908.5668329485874	0	1
pos	908.608627973739	908.609082278053	0	1
pos	908.7453838286992	908.7458382013912	1	0
pos	908.7694658944395	908.7699202791724	1	0
pos	908.8221760388702	908.8226304499583	0	1
pos	908.8239936845858	908.8244480965827	1	0
neg	908.8421703416838	908.842624762769	1	0
pos	908.936240350849	908.9366948189692	1	0
neg	909.1385011144648	909.1389556837154	0	1
pos	909.2253279655425	909.2257825782066	1	0
neg	909.2526051277214	909.253059754024	0	1
neg	909.2544236342958	909.2548782615077	1	0
neg	909.2876120181502	909.2880666619562	0	1
neg	909.3412615565001	909.3417162271309	0	1
neg	909.4713066224099	909.4717613580633	1	0
neg	909.5477054017799	909.5481601756327	0	1
neg	909.7541961151212	909.7546509922194	0	1
pos	909.81242223234	909.8128771385512	1	0
pos	909.837442411726	909.8378973304473	0	1
pos	909.9721082845837	909.9725632706379	1	0
pos	910.1827911606127	910.1832462520084	0	1
pos	910.2478715405157	910.2483266644515	0	1
pos	910.3056741011283	910.3061292539654	1	0
pos	910.3165978320303	910.3170529903293	1	0
neg	910.318873625801	910.3193287852379	1	0
neg	910.340721535483	910.3411767058438	0	1
neg	910.3825981613653	910.3830533526644	1	1
pos	910.434946652684	910.4354018701573	0	1
pos	910.5164342065623	910.5168894647794	1	0
pos	910.5624164360424	910.5628717172507	1	0
neg	910.8961986401206	910.89665408822	0	1
pos	911.2838673464481	911.2843229883819	0	1
pos	911.2852342729328	911.28568991555	1	0
pos	911.2861455583951	911.286601201468	1	0
pos	911.2870568447687	911.2875124882972	0	1
neg	911.2888794202495	911.2893350646892	1	0
neg	911.2916132903053	911.2920689361121	1	0
neg	911.5878311234023	911.588286917318	1	0
pos	911.5896543004322	911.5901100952594	1	0
neg	911.6142675472257	911.6147233543595	1	0
pos	911.8349048408792	911.8353607583316	1	0
pos	912.1230901296797	912.1235461912248	1	0
pos	912.1614000943968	912.1618561750969	0	1
pos	912.1627683371813	912.1632244185655	1	0
pos	912.1686974129634	912.1691534973122	1	0
pos	912.2653923954746	912.2658485281709	1	0
pos	912.2886554537711	912.2891115980989	1	0
pos	912.2891115980989	912.2895677426548	0	1
pos	912.2932169073123	912.2936730539208	0	1
neg	912.446951227702	912.4474074511777	1	0
neg	912.4875560103357	912.4880122541138	1	0
pos	912.4998746724148	912.5003309223522	1	0
pos	912.5071746987882	912.5076309523756	1	0
neg	912.5664895780357	912.5669458612805	1	0
pos	912.6102938098836	912.6107501150306	1	0
pos	912.6458862964981	912.6463426194414	0	1
pos	912.7937468695159	912.7942032663893	1	1
neg	912.9900185745046	912.9904750695139	1	0
pos	913.3032277849252	913.3036844365391	1	0
pos	913.3036844365391	913.3041410883814	1	0
pos	913.3055110452782	913.3059676980338	1	0
pos	913.3205807067695	913.32103736706	1	0
neg	913.4096337824042	913.4100904872212	1	0
neg	913.646694280407	913.6471511037543	1	0
pos	913.6850682378262	913.6855250803603	0	1
neg	913.9697253985092	913.970182383372	1	0
neg	914.0931196095286	914.0935766560884	0	1
pos	914.4661456012535	914.4666028343264	1	0
pos	914.4702607071395	914.4707179422699	0	1
pos	914.5210152023515	914.5214724628592	1	0
neg	914.5562249304222	914.5566822085348	0	1
neg	914.6412825932078	914.6417399138492	1	0
pos	914.6609475872682	914.6614049177421	0	1
pos	914.6710089105148	914.6714662460193	1	0
pos	914.8137086825426	914.814166089397	0	1
pos	914.814166089397	914.8146234964801	1	0
pos	914.9811348684269	914.9815923589944	0	1
pos	915.1714706911619	915.1719282768972	1	0
neg	915.2858742464872	915.2863318894243	0	1
pos	915.4282122308591	915.4286699449653	1	0
pos	915.4854282678102	915.4858860105244	0	1
neg	915.54676783103	915.547225604414	1	0
neg	915.6447365519425	915.6451943743109	1	0
neg	915.6451943743109	915.6456521969081	1	0
pos	915.8434529700745	915.8439108918011	0	1
pos	915.9858776646585	915.9863356575974	1	0
pos	916.0417544934605	916.0422125143378	0	1
pos	916.2313947163426	916.23185283204	0	1
neg	916.2387245949883	916.2391827143507	1	0
neg	916.2396408339421	916.2400989537625	0	1
pos	916.2520101494954	916.2524682755005	1	0
neg	916.2575076766753	916.2579658054292	1	0
pos	916.4884336063541	916.4888918505709	1	0
neg	916.5260103930619	916.5264686560672	1	0
pos	916.5553396873324	916.5557979650024	1	0
neg	916.5704629714255	916.570921256657	0	1
neg	916.5713795421177	916.5718378278076	0	1
pos	916.6387499975145	916.6392083168896	1	0
pos	916.6392083168896	916.6396666364939	0	1
neg	916.8303474696289	916.8308058848028	1	0
neg	916.9651314034064	916.9655898859722	1	0
neg	917.16963737818	917.1700959629987	1	0
pos	917.334742730691	917.3352013980624	0	1
neg	917.5411662179991	917.5416249885823	1	0
pos	917.7031264859414	917.7035853375047	0	1
neg	917.7352466494426	917.735705517066	1	0
neg	917.8306960545281	917.8311549698761	1	0
neg	917.9679219666821	917.9683809506431	1	0
pos	918.1620926664896	918.162551747536	1	0
pos	918.1634699103174	918.1639289920524	0	1
neg	918.2346303188855	918.2350894362007	1	0
neg	918.2373850262202	918.2378441449127	0	1
neg	918.240139741819	918.240598861889	1	0
pos	918.2819206082453	918.2823797492057	1	0
pos	918.4182955649709	918.4187547741187	0	1
pos	918.5106012188932	918.5110604741939	1	0
pos	918.5918929838975	918.5923522798441	0	1
pos	918.6194511471722	918.6199104568979	1	0
pos	918.6364457599718	918.6369050781948	0	1
neg	918.8261637263246	918.8266231394065	1	0
pos	918.910699600856	918.9111590562059	1	0
neg	918.9704307226459	918.9708902078613	1	0
pos	919.0434917577705	919.0439512795165	0	1
neg	919.2162881333966	919.2167477415408	0	1
neg	919.2172073499147	919.2176669585184	1	0
pos	919.2420265433694	919.2424861643827	1	0
pos	919.2429457856259	919.2434054070989	0	1
pos	919.2521382587493	919.2525978848184	1	0
pos	919.2539767644049	919.2544363913934	0	1
pos	919.2958037614538	919.2962634093558	1	0
pos	919.532093085859	919.5325528519055	1	0
neg	920.2316630456185	920.2321231614501	1	0
neg	920.2813568847279	920.2818170254063	1	0
pos	920.380292423563	920.3807526137093	1	0
pos	920.4401190719685	920.4405792920281	1	0
neg	920.589702707284	920.5901630021355	1	0
neg	920.7024818252675	920.7029421765085	1	0
pos	920.7324051347011	920.7328655009038	0	1
pos	920.7448351029668	920.7452954753844	1	0
pos	920.7512803377604	920.7517407134006	1	0
pos	920.7540425950546	920.7545029720759	0	1
neg	920.7687747739121	920.7692351582996	0	1
pos	920.7729182416862	920.7733786281453	0	1
pos	920.7996210368318	920.8000814366424	0	1
pos	920.8014626374553	920.8019230381867	1	0
pos	920.8042250452966	920.8046854474092	0	1
pos	921.0712969273821	921.0717574630306	1	0
pos	921.1030744273453	921.1035349788825	1	0
neg	921.2025589065912	921.2030195078707	1	0
neg	921.2039407111207	921.2044013130911	1	0
neg	921.2048619152919	921.205322517723	1	0
pos	921.2380258789825	921.2384864979955	1	0
pos	921.3006721790397	921.3011328293759	0	1
pos	921.3315362608167	921.3319969265849	1	0
pos	921.3527271245498	921.3531878009135	1	0
neg	921.3716150443371	921.3720757301447	1	0
pos	921.4941655879484	921.4946263350313	1	0
pos	921.5983002861402	921.5987610852904	0	1
pos	921.6379298551802	921.6383906741452	1	0
pos	921.7826383333287	921.7830992246479	1	0
pos	921.8586885190161	921.8591494483604	1	0
neg	921.9024778357675	921.9029387870065	1	0
neg	922.2906803928432	922.2911415381835	0	1
neg	922.2916026837544	922.2920638295558	1	0
pos	922.376918581485	922.3773797699444	0	1
pos	922.8003866597977	922.8008480599912	1	0
pos	923.0426534968946	923.0431150182213	1	0
neg	923.2009688475652	923.2014304480497	1	0
neg	923.2665184269574	923.2669800602167	1	0
neg	923.2674416937068	923.2679033274277	1	0
neg	923.2683649613795	923.268826595562	0	1
pos	923.2854455798587	923.2859072225815	0	1
pos	923.2877537957812	923.2882154396582	1	0
neg	923.3029881655957	923.3034498170898	1	0
neg	923.4257955988501	923.4262573117479	1	0
